,ticker,name,market,locale,active,source_feed
821,I:DJECOM,Dow Jones Internet Commerce Index,indices,us,True,CMEMarketDataPlatformDowJones
822,I:DJECON,Dow Jones Emerging Markets Consumer Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
823,I:DJECONE,Dow Jones Emerging Markets Consumer Titans Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
824,I:DJEG20,Dow Jones EGX Egypt Titans 20 Index (EGP),indices,us,True,CMEMarketDataPlatformDowJones
825,I:DJEG20D,Dow Jones EGX Egypt Titans 20 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
826,I:DJEG20DT,Dow Jones EGX Egypt Titans 20 Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
827,I:DJEG20E,Dow Jones EGX Egypt Titans 20 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
828,I:DJEMDIV,Dow Jones Emerging Markets Select Dividend Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
829,I:DJEMDIVE,Dow Jones Emerging Markets Select Dividend Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
830,I:DJEPCSD,Dow Jones EPAC Select Dividend Index,indices,us,True,CMEMarketDataPlatformDowJones
831,I:DJERCUP,Dow Jones Equity All REIT Capped Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
832,I:DJERCUT,Dow Jones Equity All REIT Capped Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
833,I:DJEU25,Dow Jones Islamic Market Europe Titans 25 Index,indices,us,True,CMEMarketDataPlatformDowJones
834,I:DJGALY,Dow Jones Global Alternative Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
835,I:DJGALYT,Dow Jones Global Alternative Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
836,I:DJGEQY,Dow Jones Global Equity Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
837,I:DJGEQYT,Dow Jones Global Equity Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
838,I:DJGREY,Dow Jones Global Real Estate Yield Index,indices,us,True,CMEMarketDataPlatformDowJones
839,I:DJGREYT,Dow Jones Global Real Estate Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
840,I:DJGSD,Dow Jones Global Select Dividend Index,indices,us,True,CMEMarketDataPlatformDowJones
841,I:DJGSDC,Dow Jones Global Select Dividend Composite Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
842,I:DJGSDCC,Dow Jones Global Select Dividend Composite Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
843,I:DJGSDCCN,Dow Jones Global Select Dividend Composite Net Total Return Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
844,I:DJGSDCH,Dow Jones Global Select Dividend Composite Index Canadian Dollar Hedged (CAD),indices,us,True,CMEMarketDataPlatformDowJones
845,I:DJGSDCHN,Dow Jones Global Select Dividend Composite Net Total Return Index Canadian Dollar Hedged (CAD),indices,us,True,CMEMarketDataPlatformDowJones
846,I:DJGSDCN,Dow Jones Global Select Dividend Composite Net Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
847,I:DJGSP,Dow Jones Precious Metals Index,indices,us,True,CMEMarketDataPlatformDowJones
848,I:DJGSPT,Dow Jones Precious Metals Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
849,I:DJGT,Dow Jones Global Titans 50 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
850,I:DJGTE,Dow Jones Global Titans 50 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
851,I:DJGXAHAP,Dow Jones Global Ex-Australia Select RESI AUD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
852,I:DJGXAHAT,Dow Jones Global Ex-Australia Select RESI AUD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
853,I:DJGXAHUP,Dow Jones Global Ex-Australia Select RESI USD Hedged,indices,us,True,CMEMarketDataPlatformDowJones
854,I:DJGXAHUT,Dow Jones Global Ex-Australia Select RESI USD Hedged TR,indices,us,True,CMEMarketDataPlatformDowJones
855,I:DJGXARAN,Dow Jones Global Ex-Australia Select RESI (AUD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
856,I:DJGXARAP,Dow Jones Global Ex-Australia Select RESI (AUD),indices,us,True,CMEMarketDataPlatformDowJones
857,I:DJGXARAT,Dow Jones Global Ex-Australia Select RESI (AUD) TR,indices,us,True,CMEMarketDataPlatformDowJones
858,I:DJGXARUN,Dow Jones Global Ex-Australia Select RESI (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
859,I:DJGXARUP,Dow Jones Global Ex-Australia Select RESI (USD),indices,us,True,CMEMarketDataPlatformDowJones
860,I:DJGXARUT,Dow Jones Global Ex-Australia Select RESI (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
861,I:DJGYLDT,Dow Jones Global Composite Yield Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
862,I:DJI,Dow Jones Industrial Average,indices,us,True,CMEMarketDataPlatformDowJones
863,I:DJI100X,Dow Jones Islamic Market International Titans 100 Index,indices,us,True,CMEMarketDataPlatformDowJones
864,I:DJI2MN,Dow Jones Industrial Average (2 Minute),indices,us,True,CMEMarketDataPlatformDowJones
865,I:DJIAFT1I,Dow Jones Industrial Average Futures Inverse Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
866,I:DJIAFT2I,Dow Jones Industrial Average Futures 2X Inverse Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
867,I:DJIAFT2L,Dow Jones Industrial Average Futures 2X Leveraged Daily Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
868,I:DJIAFTR,Dow Jones Industrial Average Futures Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
869,I:DJIAP,Dow Jones Islamic Market Asia/Pacific Index,indices,us,True,CMEMarketDataPlatformDowJones
870,I:DJIAPL,Dow Jones Islamic Market Asia/Pacific Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
871,I:DJIAPM,Dow Jones Islamic Market Asia/Pacific Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
872,I:DJIAPS,Dow Jones Islamic Market Asia/Pacific Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
873,I:DJIBSC,Dow Jones Islamic Market Basic Materials Index,indices,us,True,CMEMarketDataPlatformDowJones
874,I:DJIBSCT,Dow Jones Islamic Market Basic Materials Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
875,I:DJICA,Dow Jones Islamic Market Canada Index,indices,us,True,CMEMarketDataPlatformDowJones
876,I:DJICH1MN,Dow Jones Islamic Market China A 100 Index (MYR) NTR,indices,us,True,CMEMarketDataPlatformDowJones
877,I:DJICH1MP,Dow Jones Islamic Market China A 100 Index (MYR),indices,us,True,CMEMarketDataPlatformDowJones
878,I:DJICH1MT,Dow Jones Islamic Market China A 100 Index (MYR) TR,indices,us,True,CMEMarketDataPlatformDowJones
879,I:DJICHK,Dow Jones Islamic Market China/Hong Kong Titans 30 Index (HKD),indices,us,True,CMEMarketDataPlatformDowJones
880,I:DJICHKU,Dow Jones Islamic Market China/Hong Kong Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
881,I:DJICYC,Dow Jones Islamic Market Consumer Services Index,indices,us,True,CMEMarketDataPlatformDowJones
882,I:DJIEMG,Dow Jones Islamic Market World Emerging Markets Index,indices,us,True,CMEMarketDataPlatformDowJones
883,I:DJIENE,Dow Jones Islamic Market Oil & Gas Index,indices,us,True,CMEMarketDataPlatformDowJones
884,I:DJIENET,Dow Jones Islamic Market Oil & Gas Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
885,I:DJIEU,Dow Jones Islamic Market Europe Index,indices,us,True,CMEMarketDataPlatformDowJones
886,I:DJIEUL,Dow Jones Islamic Market Europe Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
887,I:DJIEUM,Dow Jones Islamic Market Europe Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
888,I:DJIEUS,Dow Jones Islamic Market Europe Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
889,I:DJIEW,Dow Jones Industrial Average Equal Weight Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
890,I:DJIEWNTR,Dow Jones Industrial Average Equal Weight Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
891,I:DJIEWTR,Dow Jones Industrial Average Equal Weight Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
892,I:DJIEZ,Dow Jones Islamic Market Euro Index,indices,us,True,CMEMarketDataPlatformDowJones
893,I:DJIEZL,Dow Jones Islamic Market Euro Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
894,I:DJIEZM,Dow Jones Islamic Market Euro Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
895,I:DJIEZS,Dow Jones Islamic Market Euro Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
896,I:DJIFIN,Dow Jones Islamic Market Financials Index,indices,us,True,CMEMarketDataPlatformDowJones
897,I:DJIGSD,Dow Jones Islamic Market Global Select Dividend Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
898,I:DJIGSDT,Dow Jones Islamic Market Global Select Dividend Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
899,I:DJIHCR,Dow Jones Islamic Market Health Care Index,indices,us,True,CMEMarketDataPlatformDowJones
900,I:DJIIDU,Dow Jones Islamic Market Industrials Index,indices,us,True,CMEMarketDataPlatformDowJones
901,I:DJIJP,Dow Jones Islamic Market Japan Index,indices,us,True,CMEMarketDataPlatformDowJones
902,I:DJILRG,Dow Jones Islamic Market World Large-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
903,I:DJILSCS,Dow Jones Israel Select Consumer Index,indices,us,True,CMEMarketDataPlatformDowJones
904,I:DJILSCST,Dow Jones Israel Select Consumer Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
905,I:DJILSHC,Dow Jones Israel Select Health Care Index,indices,us,True,CMEMarketDataPlatformDowJones
906,I:DJILSHCT,Dow Jones Israel Select Health Care Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
907,I:DJILSOG,Dow Jones Israel Select Oil & Gas Index,indices,us,True,CMEMarketDataPlatformDowJones
908,I:DJILSOGT,Dow Jones Israel Select Oil & Gas Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
909,I:DJIM,Dow Jones Islamic Market World Index,indices,us,True,CMEMarketDataPlatformDowJones
910,I:DJIMDXJ,Dow Jones Islamic Market Developed Markets ex Japan Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
911,I:DJIMID,Dow Jones Islamic Market World Mid-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
912,I:DJIMIN,Dow Jones Islamic Market India Index (INR),indices,us,True,CMEMarketDataPlatformDowJones
913,I:DJIMIND,Dow Jones Islamic Market India Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
914,I:DJIMKW,Dow Jones Islamic Market Kuwait Index,indices,us,True,CMEMarketDataPlatformDowJones
915,I:DJIMTR,Dow Jones Islamic Market Turkey Index,indices,us,True,CMEMarketDataPlatformDowJones
916,I:DJINCY,Dow Jones Islamic Market Consumer Goods Index,indices,us,True,CMEMarketDataPlatformDowJones
917,I:DJINET,Dow Jones Internet Composite Index,indices,us,True,CMEMarketDataPlatformDowJones
918,I:DJINETN,Dow Jones Internet Composite Net Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
919,I:DJINETT,Dow Jones Internet Composite Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
920,I:DJINR,Dow Jones Industrial Average NTR,indices,us,True,CMEMarketDataPlatformDowJones
921,I:DJINTCUN,Dow Jones International Internet Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
922,I:DJINTCUP,Dow Jones International Internet Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
923,I:DJINTCUT,Dow Jones International Internet Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
924,I:DJIP2,Dow Jones Islamic Market Asia/Pacific ex-Japan Index,indices,us,True,CMEMarketDataPlatformDowJones
925,I:DJIPICF,Dow Jones Industrial Average Inverse Carry-Free Daily Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
926,I:DJIPICFH,Dow Jones Industrial Average Inverse Carry-Free Daily Index (HKD),indices,us,True,CMEMarketDataPlatformDowJones
927,I:DJIPICFT,Dow Jones Industrial Average Inverse Carry-Free Daily Index (TWD),indices,us,True,CMEMarketDataPlatformDowJones
928,I:DJIPLCF,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
929,I:DJIPLCFH,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (HKD),indices,us,True,CMEMarketDataPlatformDowJones
930,I:DJIPLCFT,Dow Jones Industrial Average 2X Leveraged Carry-Free Daily Index (TWD),indices,us,True,CMEMarketDataPlatformDowJones
931,I:DJISML,Dow Jones Islamic Market World Small-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
932,I:DJISRL,Dow Jones Islamic Market Sri Lanka Index (LKR),indices,us,True,CMEMarketDataPlatformDowJones
933,I:DJISRLD,Dow Jones Islamic Market Sri Lanka Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
934,I:DJISVC,Dow Jones Internet Services Index,indices,us,True,CMEMarketDataPlatformDowJones
935,I:DJITEC,Dow Jones Islamic Market Technology Index,indices,us,True,CMEMarketDataPlatformDowJones
936,I:DJITLS,Dow Jones Islamic Market Telecommunications Index,indices,us,True,CMEMarketDataPlatformDowJones
937,I:DJITR,Dow Jones Industrial Average TR,indices,us,True,CMEMarketDataPlatformDowJones
938,I:DJIUK,Dow Jones Islamic Market U.K. Index,indices,us,True,CMEMarketDataPlatformDowJones
939,I:DJIUTI,Dow Jones Islamic Market Utilities Index,indices,us,True,CMEMarketDataPlatformDowJones
940,I:DJIYW,Dow Jones Industrial Average Yield Weighted Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
941,I:DJIYWT,Dow Jones Industrial Average Yield Weighted Index (USD) TR,indices,us,True,CMEMarketDataPlatformDowJones
942,I:DJMENXD,Dow Jones MENA ex-Saudi Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
943,I:DJMY25,Dow Jones Islamic Market Malaysia Titans 25 Index,indices,us,True,CMEMarketDataPlatformDowJones
944,I:DJMY25D,Dow Jones Islamic Market Malaysia Titans 25 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
945,I:DJNAJG,Dow Jones North America Select Junior Gold Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
946,I:DJNAJGA,Dow Jones North America Select Junior Gas Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
947,I:DJNAJGAD,Dow Jones North America Select Junior Gas Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
948,I:DJNAJGD,Dow Jones North America Select Junior Gold Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
949,I:DJNAJO,Dow Jones North America Select Junior Oil Index (CAD),indices,us,True,CMEMarketDataPlatformDowJones
950,I:DJNAJOD,Dow Jones North America Select Junior Oil Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
951,I:DJR,Dow Jones Equity Real Estate Investment Trust Index,indices,us,True,CboeGlobalIndicesMain
952,I:DJS,Dow Jones,indices,us,True,CboeGlobalIndicesMain
953,I:DJSA30,Dow Jones Saudi Titans 30 Index (SAR),indices,us,True,CMEMarketDataPlatformDowJones
954,I:DJSASD,Dow Jones U.S. Select Aerospace & Defense Index,indices,us,True,CMEMarketDataPlatformDowJones
955,I:DJSASDC,,indices,us,True,CMEMarketDataPlatformDowJones
956,I:DJSASDCN,,indices,us,True,CMEMarketDataPlatformDowJones
957,I:DJSASDCT,,indices,us,True,CMEMarketDataPlatformDowJones
958,I:DJSASDT,Dow Jones U.S. Select Aerospace & Defense Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
959,I:DJSEA1UN,Dow Jones Emerging ASEAN Titans 100 Index (USD) NTR,indices,us,True,CMEMarketDataPlatformDowJones
960,I:DJSENAE,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Enter",indices,us,True,CMEMarketDataPlatformDowJones
961,I:DJSENAED,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Enter",indices,us,True,CMEMarketDataPlatformDowJones
962,I:DJSEUR,Dow Jones Sustainability Europe Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
963,I:DJSEURD,Dow Jones Sustainability Europe Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
964,I:DJSEUXA,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, and Armaments & Firearms Index (EUR)",indices,us,True,CMEMarketDataPlatformDowJones
965,I:DJSEUXAD,"Dow Jones Sustainability Europe Ex-Alcohol, Tobacco, Gambling, and Armaments & Firearms Index",indices,us,True,CMEMarketDataPlatformDowJones
966,I:DJSEUZ,Dow Jones Sustainability Eurozone Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
967,I:DJSEUZD,Dow Jones Sustainability Eurozone Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
968,I:DJSEZXA,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms Index (EUR)",indices,us,True,CMEMarketDataPlatformDowJones
969,I:DJSEZXAD,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms Index",indices,us,True,CMEMarketDataPlatformDowJones
970,I:DJSH,Dow Jones Shanghai Index,indices,us,True,CMEMarketDataPlatformDowJones
971,I:DJSHCP,Dow Jones U.S. Select Health Care Providers Index,indices,us,True,CMEMarketDataPlatformDowJones
972,I:DJSHCPT,Dow Jones U.S. Select Health Care Providers Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
973,I:DJSHMB,Dow Jones U.S. Select Home Construction Index,indices,us,True,CMEMarketDataPlatformDowJones
974,I:DJSHMBT,Dow Jones U.S. Select Home Construction Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
975,I:DJSIK,Dow Jones Sustainability Korea Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
976,I:DJSINS,Dow Jones U.S. Select Insurance Index,indices,us,True,CMEMarketDataPlatformDowJones
977,I:DJSINST,Dow Jones U.S. Select Insurance Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
978,I:DJSINV,Dow Jones U.S. Select Investment Services Index,indices,us,True,CMEMarketDataPlatformDowJones
979,I:DJSINVT,Dow Jones U.S. Select Investment Services Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
980,I:DJSKC2,Dow Jones Sustainability Korea Capped 25% Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
981,I:DJSKC2T,Dow Jones Sustainability Korea Capped Total Return 25% Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
982,I:DJSM,Dow Jones Select Micro-Cap Index,indices,us,True,CMEMarketDataPlatformDowJones
983,I:DJSMDQ,Dow Jones U.S. Select Medical Equipment Index,indices,us,True,CMEMarketDataPlatformDowJones
984,I:DJSMDQT,Dow Jones U.S. Select Medical Equipment Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
985,I:DJSMDQUN,Dow Jones U.S. Select Medical Equipment Index NTR,indices,us,True,CMEMarketDataPlatformDowJones
986,I:DJSMT,Dow Jones Select Micro-Cap Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
987,I:DJSND,Dow Jones Sustainability Nordic Index,indices,us,True,CMEMarketDataPlatformDowJones
988,I:DJSNE,Dow Jones Sustainability Nordic Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
989,I:DJSOEP,Dow Jones U.S. Select Oil Exploration & Production Index,indices,us,True,CMEMarketDataPlatformDowJones
990,I:DJSOEPT,Dow Jones U.S. Select Oil Exploration & Production Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
991,I:DJSOES,Dow Jones U.S. Select Oil Equipment & Services Index,indices,us,True,CMEMarketDataPlatformDowJones
992,I:DJSOEST,Dow Jones U.S. Select Oil Equipment & Services Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
993,I:DJSPHM,Dow Jones U.S. Select Pharmaceuticals Index,indices,us,True,CMEMarketDataPlatformDowJones
994,I:DJSPHMT,Dow Jones U.S. Select Pharmaceuticals Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
995,I:DJSRBK,Dow Jones U.S. Select Regional Banks Index,indices,us,True,CMEMarketDataPlatformDowJones
996,I:DJSRBKT,Dow Jones U.S. Select Regional Banks Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
997,I:DJSTEL,Dow Jones U.S. Select Telecommunications Index,indices,us,True,CMEMarketDataPlatformDowJones
998,I:DJSTELT,Dow Jones U.S. Select Telecommunications Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
999,I:DJSWECD,Dow Jones Sustainability World EnLarged Index,indices,us,True,CMEMarketDataPlatformDowJones
1000,I:DJSWECE,Dow Jones Sustainability World EnLarged Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1001,I:DJSWEX4D,"Dow Jones Sustainability World EnLarged Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adu",indices,us,True,CMEMarketDataPlatformDowJones
1002,I:DJSWEX4E,"Dow Jones Sustainability World EnLarged Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adu",indices,us,True,CMEMarketDataPlatformDowJones
1003,I:DJSZ,Dow Jones Shenzhen Index,indices,us,True,CMEMarketDataPlatformDowJones
1004,I:DJSZXAE,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Ent",indices,us,True,CMEMarketDataPlatformDowJones
1005,I:DJSZXAED,"Dow Jones Sustainability Eurozone Ex-Alcohol, Tobacco, Gambling, Armaments & Firearms, and Adult Ent",indices,us,True,CMEMarketDataPlatformDowJones
1006,I:DJT,Dow Jones Transportation Average,indices,us,True,CMEMarketDataPlatformDowJones
1007,I:DJTATO,Dow Jones Automobiles & Parts Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
1008,I:DJTATOE,Dow Jones Automobiles & Parts Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1009,I:DJTATOT,Dow Jones Automobiles & Parts Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1010,I:DJTBAK,Dow Jones Banks Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1011,I:DJTBAKE,Dow Jones Banks Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1012,I:DJTBAKT,Dow Jones Banks Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1013,I:DJTBAS,Dow Jones Basic Resources Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1014,I:DJTBASE,Dow Jones Basic Resources Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1015,I:DJTBAST,Dow Jones Basic Resources Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1016,I:DJTCGS,Dow Jones Travel & Leisure Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1017,I:DJTCGSE,Dow Jones Travel & Leisure Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1018,I:DJTCGST,Dow Jones Travel & Leisure Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1019,I:DJTCHE,Dow Jones Chemicals Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
1020,I:DJTCHEE,Dow Jones Chemicals Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1021,I:DJTCHET,Dow Jones Chemicals Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1022,I:DJTCNS,Dow Jones Construction & Materials Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
1023,I:DJTCNSE,Dow Jones Construction & Materials Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1024,I:DJTCNST,Dow Jones Construction & Materials Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1025,I:DJTENG,Dow Jones Oil & Gas Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1026,I:DJTENGE,Dow Jones Oil & Gas Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1027,I:DJTENGT,Dow Jones Oil & Gas Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1028,I:DJTFOB,Dow Jones Food & Beverage Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
1029,I:DJTFOBE,Dow Jones Food & Beverage Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1030,I:DJTFOBT,Dow Jones Food & Beverage Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1031,I:DJTFVS,Dow Jones Financial Services Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1032,I:DJTFVSE,Dow Jones Financial Services Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1033,I:DJTFVST,Dow Jones Financial Services Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1034,I:DJTGR,Dow Jones Tiger Titans 50 Index,indices,us,True,CMEMarketDataPlatformDowJones
1035,I:DJTHCA,Dow Jones Health Care Titans 30 Index,indices,us,True,CMEMarketDataPlatformDowJones
1036,I:DJTHCAE,Dow Jones Health Care Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1037,I:DJTHCAT,Dow Jones Health Care Titans 30 Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1038,I:DJTIGS,Dow Jones Industrial Goods and Services Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1039,I:DJTIGSE,Dow Jones Industrial Goods and Services Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1040,I:DJTIGST,Dow Jones Industrial Goods and Services Titans 30 Index TR (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1041,I:DJTINN,Dow Jones Insurance Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1042,I:DJTINNE,Dow Jones Insurance Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1043,I:DJTINNT,Dow Jones Insurance Titans 30 Index TR (USD),indices,us,True,CMEMarketDataPlatformDowJones
1044,I:DJTLAB,Dow Jones U.S. Low Beta Index,indices,us,True,CMEMarketDataPlatformDowJones
1045,I:DJTLABT,Dow Jones U.S. Low Beta Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1046,I:DJTLMO,Dow Jones U.S. High Momentum Index,indices,us,True,CMEMarketDataPlatformDowJones
1047,I:DJTLMOT,Dow Jones U.S. High Momentum Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1048,I:DJTLQU,Dow Jones U.S. Thematic Long Quality Index,indices,us,True,CMEMarketDataPlatformDowJones
1049,I:DJTLQUT,Dow Jones U.S. Thematic Long Quality Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1050,I:DJTLSS,Dow Jones U.S. Thematic Long Size Index,indices,us,True,CMEMarketDataPlatformDowJones
1051,I:DJTLSST,Dow Jones U.S. Thematic Long Size Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
1052,I:DJTLSV,Dow Jones U.S. Relative Value Index,indices,us,True,CMEMarketDataPlatformDowJones
1053,I:DJTLSVT,Dow Jones U.S. Relative Value Total Return Index,indices,us,True,CMEMarketDataPlatformDowJones
