,ticker,name,market,locale,active,source_feed
1952,I:INDSSCPR,Kelly Industrial Real Estate Index,indices,us,True,NasdaqGIDS
1953,I:INDSSCTR,Kelly Industrial Real Estate Total Return Index,indices,us,True,NasdaqGIDS
1954,I:INSR,Nasdaq Insurance,indices,us,True,NasdaqGIDS
1955,I:INW,Horizon Kinetics ISE International Wealth Index,indices,us,True,NasdaqGIDS
1956,I:INWNTR,Horizon Kinetics ISE International Wealth NTR,indices,us,True,NasdaqGIDS
1957,I:INWTR,Horizon Kinetics ISE International Wealth TR Index,indices,us,True,NasdaqGIDS
1958,I:IONIV,PROSHARES TR S&P GLOBAL CORE BATTERY,indices,us,True,CboeGlobalIndicesINAV
1959,I:IPHI,IPOX Health Innovation,indices,us,True,CboeGlobalIndicesMSTARC
1960,I:IPY,ISE Mobile Payments Index,indices,us,True,NasdaqGIDS
1961,I:IPYNTR,ISE Mobile Payments Net Total Return Index,indices,us,True,NasdaqGIDS
1962,I:IPYTR,ISE Mobile Payments Total Return Index,indices,us,True,NasdaqGIDS
1963,I:IRX,Cboe Short-Term Interest Rate Index,indices,us,True,CboeGlobalIndicesMain
1964,I:ISWNXT,S-Network International BlackSwan Index,indices,us,True,CboeGlobalIndicesMain
1965,I:IT30,Dow Jones Italy Titans 30 Index (EUR),indices,us,True,CMEMarketDataPlatformDowJones
1966,I:IT30D,Dow Jones Italy Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1967,I:ITDOW,Dow Jones Italy Index,indices,us,True,CMEMarketDataPlatformDowJones
1968,I:ITDOWD,Dow Jones Italy Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
1969,I:IVVBIV,,indices,us,True,CboeGlobalIndicesINAV
1970,I:IVVMIV,,indices,us,True,CboeGlobalIndicesINAV
1971,I:IX10GI,OMX Iceland Technology GI,indices,us,True,NasdaqGIDS
1972,I:IX10PI,OMX Iceland Technology PI,indices,us,True,NasdaqGIDS
1973,I:IX15GI,OMX Iceland Telecommunications GI,indices,us,True,NasdaqGIDS
1974,I:IX15PI,OMX Iceland Telecommunications PI,indices,us,True,NasdaqGIDS
1975,I:IX20GI,OMX Iceland Health Care GI,indices,us,True,NasdaqGIDS
1976,I:IX20PI,OMX Iceland Health Care PI,indices,us,True,NasdaqGIDS
1977,I:IX30GI,OMX Iceland Financials GI,indices,us,True,NasdaqGIDS
1978,I:IX30PI,OMX Iceland Financials PI,indices,us,True,NasdaqGIDS
1979,I:IX35GI,OMX Iceland Real Estate GI,indices,us,True,NasdaqGIDS
1980,I:IX35PI,OMX Iceland Real Estate PI,indices,us,True,NasdaqGIDS
1981,I:IX40GI,OMX Iceland Consumer Discretionary GI,indices,us,True,NasdaqGIDS
1982,I:IX40PI,OMX Iceland Consumer Discretionary PI,indices,us,True,NasdaqGIDS
1983,I:IX45GI,OMX Iceland Consumer Staples GI,indices,us,True,NasdaqGIDS
1984,I:IX45PI,OMX Iceland Consumer Staples PI,indices,us,True,NasdaqGIDS
1985,I:IX50GI,OMX Iceland Industrials GI,indices,us,True,NasdaqGIDS
1986,I:IX50PI,OMX Iceland Industrials PI,indices,us,True,NasdaqGIDS
1987,I:IX55GI,,indices,us,True,NasdaqGIDS
1988,I:IX55PI,,indices,us,True,NasdaqGIDS
1989,I:IX60GI,OMX Iceland Energy GI,indices,us,True,NasdaqGIDS
1990,I:IX60PI,OMX Iceland Energy PI,indices,us,True,NasdaqGIDS
1991,I:IXBI,ixBitcoin Index,indices,us,True,NasdaqGIDS
1992,I:IXCI,ixCrypto Index,indices,us,True,NasdaqGIDS
1993,I:IXCO,Nasdaq Computer,indices,us,True,NasdaqGIDS
1994,I:IXEI,ixEthereum Index,indices,us,True,NasdaqGIDS
1995,I:IXF,NASDAQ Financial 100,indices,us,True,NasdaqGIDS
1996,I:IXFTR,NASDAQ Financial 100 Total Return Index,indices,us,True,NasdaqGIDS
1997,I:IXHC,Nasdaq Health Care,indices,us,True,NasdaqGIDS
1998,I:IXSM,IPOX SMID,indices,us,True,CboeGlobalIndicesMSTARC
1999,I:IXTC,Nasdaq Telecommunications,indices,us,True,NasdaqGIDS
2000,I:JANTIV,AllianzIM U.S. Large Cap Buffer10 Jan ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2001,I:JANWIV,AllianzIM U.S. Large Cap Buffer20 Jan ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2002,I:JANZIV,TrueShares Structured Outcome (January) ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2003,I:JPDOW,Dow Jones Japan Index,indices,us,True,CMEMarketDataPlatformDowJones
2004,I:JPDOWD,Dow Jones Japan Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
2005,I:JULTIV,AllianzIM U.S. Large Cap Buffer10 Jul ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2006,I:JULWIV,AllianzIM U.S. Large Cap Buffer20 Jul ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2007,I:JULZIV,TrueShares Structured Outcome (July) ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2008,I:JUNTIV,,indices,us,True,CboeGlobalIndicesINAV
2009,I:JUNWIV,,indices,us,True,CboeGlobalIndicesINAV
2010,I:JUNZIV,TrueShares Structured Outcome (June) ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2011,I:KDX,KBW Nasdaq Financial Sector Dividend Yield Index,indices,us,True,NasdaqGIDS
2012,I:KDXTR,KBW Nasdaq Financial Sector Dividend Yield TR Inde,indices,us,True,NasdaqGIDS
2013,I:KFTX,KBW Nasdaq Financial Technology Index,indices,us,True,NasdaqGIDS
2014,I:KFTXNNR70,KBW Nasdaq Financial Technology NNR 70 Index,indices,us,True,NasdaqGIDS
2015,I:KFTXNNR85,KBW Nasdaq Financial Technology NNR 85 Index,indices,us,True,NasdaqGIDS
2016,I:KFTXT,KBW Nasdaq Financial Technology TR Index,indices,us,True,NasdaqGIDS
2017,I:KIX,KBW Nasdaq Insurance Index,indices,us,True,NasdaqGIDS
2018,I:KIXTR,KBW Nasdaq Insurance Total Return Index,indices,us,True,NasdaqGIDS
2019,I:KNC100RP,Cboe 100 Kyber Network / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2020,I:KNC1KRP,Cboe 1000 Kyber Network / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2021,I:KNC250RP,Cboe 250 Kyber Network / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2022,I:KNC2KRP,Cboe 2000 Kyber Network / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2023,I:KNC500RP,Cboe 500 Kyber Network / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2024,I:KOLDIV,PROSHARES ULTRASHORT BBG NATURAL GAS ETF,indices,us,True,CboeGlobalIndicesINAV
2025,I:KPX,KBW Nasdaq Property & Casualty Index,indices,us,True,NasdaqGIDS
2026,I:KPXTR,KBW Nasdaq Property & Casualty Total Return Index,indices,us,True,NasdaqGIDS
2027,I:KR30,Dow Jones South Korea Titans 30 Index (KRW),indices,us,True,CMEMarketDataPlatformDowJones
2028,I:KR30D,Dow Jones South Korea Titans 30 Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
2029,I:KR30DT,Dow Jones South Korea Titans 30 Total Return Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
2030,I:KRDOW,Dow Jones South Korea Index,indices,us,True,CMEMarketDataPlatformDowJones
2031,I:KRDOWD,Dow Jones South Korea Index (USD),indices,us,True,CMEMarketDataPlatformDowJones
2032,I:KRX,KBW Nasdaq Regional Banking Index,indices,us,True,NasdaqGIDS
2033,I:KRXTR,KBW Nasdaq Regional Banking Total Return Index,indices,us,True,NasdaqGIDS
2034,I:KSX,KBW Nasdaq Capital Markets Index,indices,us,True,NasdaqGIDS
2035,I:KSXTR,KBW Nasdaq Capital Markets Total Return Index,indices,us,True,NasdaqGIDS
2036,I:KYX,KBW Nasdaq Premium Yield Equity REIT Index,indices,us,True,NasdaqGIDS
2037,I:KYXTR,KBW Nasdaq Premium Yield Equity REIT TR Index,indices,us,True,NasdaqGIDS
2038,I:LATMTI,Nasdaq CTA Latin American Technology Innovators Index,indices,us,True,NasdaqGIDS
2039,I:LATMTIBRL,Nasdaq CTA Latin American Technology Innovators BRL Index,indices,us,True,NasdaqGIDS
2040,I:LATMTIBRLN,Nasdaq CTA Latin American Technology Innovators Net Total Return BRL Index,indices,us,True,NasdaqGIDS
2041,I:LATMTIBRLT,Nasdaq CTA Latin American Technology Innovators Total Return BRL Index,indices,us,True,NasdaqGIDS
2042,I:LATMTIN,Nasdaq CTA Latin American Technology Innovators Net Total Return Index,indices,us,True,NasdaqGIDS
2043,I:LATMTIT,Nasdaq CTA Latin American Technology Innovators Total Return Index,indices,us,True,NasdaqGIDS
2044,I:LCFIV,Touchstone US Large Cap Focused ETF,indices,us,True,CboeGlobalIndicesINAV
2045,I:LINK100,Cboe 100 Chainlink / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2046,I:LINK1KRP,Cboe 1000 Chainlink / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2047,I:LINK2500,Cboe 2500 Chainlink / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2048,I:LINK500,Cboe 500 Chainlink / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2049,I:LINK5KRP,Cboe 5000 Chainlink / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2050,I:LONGVOL,Long VIX Futures Index,indices,us,True,CboeGlobalIndicesMain
2051,I:LOVOL,Cboe Low Volatility Index,indices,us,True,CboeGlobalIndicesMain
2052,I:LQDWIV,iShares IG Corp Bond BuyWrite Strategy ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2053,I:LTACQG,Linden Thomas US Equity All-Cap Quality Growth 150 Index,indices,us,True,CboeGlobalIndicesMain
2054,I:LTACQGN,Linden Thomas US Equity All-Cap Quality Growth 150 Net Total Return Index,indices,us,True,CboeGlobalIndicesMain
2055,I:LTACQGT,Linden Thomas US Equity All-Cap Quality Growth 150 Total Return Index,indices,us,True,CboeGlobalIndicesMain
2056,I:LTC100RP,Cboe 100 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2057,I:LTC10RP,Cboe 10 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2058,I:LTC200RP,Cboe 200 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2059,I:LTC25RP,Cboe 25 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2060,I:LTC50RP,Cboe 50 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2061,I:LTC5RP,Cboe 5 Litecoin / USD RealPrice,indices,us,True,CboeGlobalIndicesCCCY
2062,I:LTCBTC,Litecoin vs Bitcoin,indices,us,True,CboeGlobalIndicesCCCY
2063,I:LTCUSD,Litecoin vs US Dollar,indices,us,True,CboeGlobalIndicesCCCY
2064,I:LTLIV,PROSHARES ULTRA TELECOMMUNICATIONS ETF,indices,us,True,CboeGlobalIndicesINAV
2065,I:LTQDLX,Linden Thomas Quality Dividends US Large-Cap Index,indices,us,True,CboeGlobalIndicesMain
2066,I:LTQDLXN,Linden Thomas Quality Dividends US Large-Cap Net Total Return Index,indices,us,True,CboeGlobalIndicesMain
2067,I:LTQDLXT,Linden Thomas Quality Dividends US Large-Cap Total Return Index,indices,us,True,CboeGlobalIndicesMain
2068,I:LTQDMX,Linden Thomas Quality Dividends US Mid-Cap Index,indices,us,True,CboeGlobalIndicesMain
2069,I:LTQDMXN,Linden Thomas Quality Dividends US Mid-Cap Net Total Return Index,indices,us,True,CboeGlobalIndicesMain
2070,I:LTQDMXT,Linden Thomas Quality Dividends US Mid-Cap Total Return Index,indices,us,True,CboeGlobalIndicesMain
2071,I:LTQDSX,Linden Thomas Quality Dividends US Small-Cap Index,indices,us,True,CboeGlobalIndicesMain
2072,I:LTQDSXN,Linden Thomas Quality Dividends US Small-Cap Net Total Return Index,indices,us,True,CboeGlobalIndicesMain
2073,I:LTQDSXT,Linden Thomas Quality Dividends US Small-Cap Total Return Index,indices,us,True,CboeGlobalIndicesMain
2074,I:LUNTFCNR,Lunt Capital Large Cap Factor Rotation NTR Index,indices,us,True,NasdaqGIDS
2075,I:LUNTFCPR,Lunt Capital Large Cap Factor Rotation Index,indices,us,True,NasdaqGIDS
2076,I:LUNTFCTR,Lunt Capital Large Cap Factor Rotation TR Index,indices,us,True,NasdaqGIDS
2077,I:LVDA,Nasdaq US Low Volatility Dividend Achievers Index,indices,us,True,NasdaqGIDS
2078,I:LVDAKRW,Nasdaq US Low Volatility Dividend Achievers KRW Index,indices,us,True,NasdaqGIDS
2079,I:LVDAKRWN,Nasdaq US Low Volatility Dividend Achievers KRW Net Total Return Index,indices,us,True,NasdaqGIDS
2080,I:LVDAKRWT,Nasdaq US Low Volatility Dividend Achievers KRW Total Return Index,indices,us,True,NasdaqGIDS
2081,I:LVDAN,Nasdaq US Low Volatility Dividend Achievers Net Total Return Index,indices,us,True,NasdaqGIDS
2082,I:LVDAT,Nasdaq US Low Volatility Dividend Achievers Total Return Index,indices,us,True,NasdaqGIDS
2083,I:MACHGE,Morningstar Transatlantic Aerospace Defense Extended Select GR EURÂ,indices,us,True,CboeGlobalIndicesMSTAR
2084,I:MACHPE,Morningstar Transatlantic Aerospace Defense Extended Select PR EURÂ,indices,us,True,CboeGlobalIndicesMSTAR
2085,I:MAIBT10N,Mirae Asset Global Innovative Bluechip Top 10 Index,indices,us,True,CboeGlobalIndicesMSTARC
2086,I:MAINT10N,,indices,us,True,CboeGlobalIndicesMSTARC
2087,I:MAKXIV,PROSHARES S&P KENSHO SMART FACTORIES ETF,indices,us,True,CboeGlobalIndicesINAV
2088,I:MANA10K,Cboe 10K Decentraland / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2089,I:MANA1250,Cboe 1250 Decentraland / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2090,I:MANA3KRP,Cboe 3000 Decentraland / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2091,I:MANA500,Cboe 500 Decentraland / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2092,I:MARTIV,,indices,us,True,CboeGlobalIndicesINAV
2093,I:MARWIV,,indices,us,True,CboeGlobalIndicesINAV
2094,I:MARZIV,TrueShares Structured Outcome (March) ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2095,I:MATIC100K,Cboe 100K Polygon / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2096,I:MATIC10K,Cboe 10K Polygon / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2097,I:MATIC1K,Cboe 1000 Polygon / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2098,I:MATIC25K,Cboe 25K Polygon / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2099,I:MATIC50K,Cboe 50K Polygon / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2100,I:MAXI40GE,Morningstar Eurozone 40 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2101,I:MAXI40PE,Morningstar Eurozone 40 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2102,I:MAYTIV,,indices,us,True,CboeGlobalIndicesINAV
2103,I:MAYWIV,,indices,us,True,CboeGlobalIndicesINAV
2104,I:MAYZIV,TrueShares Structured Outcome (May) ETF Intraday Indicative Value,indices,us,True,CboeGlobalIndicesINAV
2105,I:MBANK10GE,Morningstar Transatlantic Banks Select 10 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2106,I:MBANK10PE,Morningstar Transatlantic Banks Select 10 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2107,I:MBANKGE,Morningstar Transatlantic Banks GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2108,I:MBANKPE,Morningstar Transatlantic Banks PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2109,I:MBMS,Morningstar US Basic Materials Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2110,I:MCCS,Morningstar US Consumer Cyclical Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2111,I:MCDS,Morningstar US Consumer Defensive Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2112,I:MCMOP,Morningstar Canada Target Momentum PR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2113,I:MCMOT,Morningstar Canada Target Momentum TR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2114,I:MCMOUP,Morningstar Canada Target Momentum PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2115,I:MCMOUT,Morningstar Canada Target Momentum TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2116,I:MCOR,Morningstar US Core PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2117,I:MCORT,Morningstar US Core TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2118,I:MCSS,Morningstar US Communication Services Sector Capped PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2119,I:MCVAP,Morningstar Canada Target Value PR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2120,I:MCVAT,Morningstar Canada Target Value TR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2121,I:MCVAUP,Morningstar Canada Target Value PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2122,I:MCVAUT,Morningstar Canada Target Value TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2123,I:MDL,Morningstar Dividend Leaders PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2124,I:MDLTR,Morningstar Dividend Leaders TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2125,I:MDXUS,Morningstar Developed Markets ex-US PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2126,I:MDXUSFT,Morningstar Developed Markets ex-US Factor Tilt PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2127,I:MDYF,Morningstar Dividend Yield Focus PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2128,I:MDYFCP,Morningstar Dividend Yield Focus CAD PR,indices,us,True,CboeGlobalIndicesMSTAR
2129,I:MDYFCT,Morningstar Dividend Yield Focus CAD TR,indices,us,True,CboeGlobalIndicesMSTAR
2130,I:MDYFT,Morningstar Dividend Yield Focus TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2131,I:MEBANKGE,Morningstar Eurozone Large Banks PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2132,I:MEBANKPE,Morningstar Eurozone Large Banks GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2133,I:MEGA50GE,Morningstar Transatlantic Select 50 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2134,I:MEGA50PE,Morningstar Transatlantic Select 50 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2135,I:MEMM,Morningstar Emerging Markets PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2136,I:MEMMFT,Morningstar Emerging Markets Factor Tilt PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2137,I:MES,Morningstar US Energy Sector Capped PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2138,I:METAL,Nasdaq Sprott Energy Transition Materials Select Index,indices,us,True,NasdaqGIDS
2139,I:METALA,Nasdaq Sprott Energy Transition Materials Select AUD Index,indices,us,True,NasdaqGIDS
2140,I:METALANR,Nasdaq Sprott Energy Transition Materials Select Net Total Return AUD Index,indices,us,True,NasdaqGIDS
2141,I:METALATR,Nasdaq Sprott Energy Transition Materials Select Total Return AUD Index,indices,us,True,NasdaqGIDS
2142,I:METALNR,Nasdaq Sprott Energy Transition Materials Select Net Total Return Index,indices,us,True,NasdaqGIDS
2143,I:METALTR,Nasdaq Sprott Energy Transition Materials Select Total Return Index,indices,us,True,NasdaqGIDS
2144,I:MFSS,Morningstar US Financial Services Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2145,I:MGEUMFUP,Morningstar Global Markets ex-US Moat Focus PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2146,I:MGRO,Morningstar US Growth PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2147,I:MGROT,Morningstar US Growth TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2148,I:MGXUS,Morningstar Global Markets ex-US PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2149,I:MHS,Morningstar US Healthcare Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2150,I:MHST,Morningstar Healthcare Sector TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2151,I:MINERS,The S-Network MicroSectors Gold Miners Total Return Index (USD),indices,us,True,CboeGlobalIndicesMain
2152,I:MINERSV,The S-Network MicroSectors Gold Miners VWAP Index (USD),indices,us,True,CboeGlobalIndicesMain
2153,I:MIS,Morningstar US Industrials Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2154,I:MKR10RP,Cboe 10 Maker / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2155,I:MKR25RP,Cboe 25 Maker / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2156,I:MKR2RP,Cboe 2 Maker / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2157,I:MKR50RP,Cboe 50 Maker / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2158,I:MKR5RP,Cboe 5 Maker / US Dollar RealPrice Index,indices,us,True,CboeGlobalIndicesCCCY
2159,I:MLCP,Morningstar US Large Cap PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2160,I:MLCPT,Morningstar US Large Cap TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2161,I:MLCR,Morningstar US Large Core PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2162,I:MLCRT,Morningstar US Large Core TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2163,I:MLGR,Morningstar US Large Growth PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2164,I:MLGRT,Morningstar US Large Growth TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2165,I:MLVL,Morningstar US Large Value PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2166,I:MLVLT,Morningstar US Large Value TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2167,I:MMCP,Morningstar US Mid Cap PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2168,I:MMCPT,Morningstar US Mid Cap TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2169,I:MMCR,Morningstar US Mid Core PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2170,I:MMCRT,Morningstar US Mid Core TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2171,I:MMGR,Morningstar US Mid Growth PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2172,I:MMGRT,Morningstar US Mid Growth TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2173,I:MMO50CP,Morningstar US Momentum Target 50 CAD PR,indices,us,True,CboeGlobalIndicesMSTAR
2174,I:MMO50CT,Morningstar US Momentum Target 50 CAD TR,indices,us,True,CboeGlobalIndicesMSTAR
2175,I:MMO50P,Morningstar US Target Momentum PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2176,I:MMO50T,Morningstar US Momentum Target 50 USD TR,indices,us,True,CboeGlobalIndicesMSTAR
2177,I:MMVL,Morningstar US Mid Value PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2178,I:MMVLT,Morningstar US Mid Value TR USD,indices,us,True,CboeGlobalIndicesMSTAR
2179,I:MNBQC,Morningstar National Bank Quebec PR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2180,I:MNBQCG,Morningstar NBC Quebec TR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2181,I:MNBQCT,Morningstar National Bank Quebec NR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2182,I:MNV,Invesco S&P 500 BuyWrite ETF-INAV,indices,us,True,CboeGlobalIndicesINAV
2183,I:MNX1,Nasdaq-100 Mini Index,indices,us,True,NasdaqGIDS
2184,I:MODDGE,Morningstar Transatlantic Sustainable Development Goals Select 40 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2185,I:MODDPE,Morningstar Transatlantic Sustainable Development Goals Select 40 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2186,I:MOILGE,Morningstar Transatlantic Oil & Gas Select GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2187,I:MOILPE,Morningstar Transatlantic Oil & Gas Select PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2188,I:MONDEGE,,indices,us,True,CboeGlobalIndicesMSTAR
2189,I:MONDEPE,,indices,us,True,CboeGlobalIndicesMSTAR
2190,I:MPDMPESPU,Morningstar PitchBook Developed Markets Listed Private Equity PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2191,I:MPDPESPC,Morningstar PitchBook Developed Markets Listed Private Equity Select PR CAD,indices,us,True,CboeGlobalIndicesMSTAR
2192,I:MREINCGE,Mstar DME Auto Defense and Semi-Conductors Select 30 Capped GE Index,indices,us,True,CboeGlobalIndicesMSTAR
2193,I:MREINCNE,Mstar DME Auto Defense and Semi-Conductors Select 30 Capped NE Index,indices,us,True,CboeGlobalIndicesMSTAR
2194,I:MREINCPE,Mstar DME Auto Defense and Semi-Conductors Select 30 Capped PE Index,indices,us,True,CboeGlobalIndicesMSTAR
2195,I:MREINDGE,Morningstar DM Europe Auto Defense and Semi-Conductors Select 30 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2196,I:MREINDNE,Morningstar DM Europe Auto Defense and Semi-Conductors Select 30 NR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2197,I:MREINDPE,Morningstar DM Europe Auto Defense and Semi-Conductors Select 30 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2198,I:MREITP,Morningstar US REIT Index PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2199,I:MRETS,Morningstar US Real Estate Sector PR USD,indices,us,True,CboeGlobalIndicesMSTAR
2200,I:MRGRIV,PROSHARES MERGER ETF,indices,us,True,CboeGlobalIndicesINAV
2201,I:MRLS,Mini-Russell 2000 Index (AM Settlement),indices,us,True,CboeGlobalIndicesFTSE
2202,I:MRUT,Mini-Russell 2000 Index,indices,us,True,CboeGlobalIndicesFTSE
2203,I:MS30BEGE,Morningstar Eurozone 30 Basic Resources Banks and Energy GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2204,I:MS30BENE,Morningstar Eurozone 30 Basic Resources Banks and Energy NR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2205,I:MS30BEPE,Morningstar Eurozone 30 Basic Resources Banks and Energy PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2206,I:MS30GTG,Morningstar Global Emerging Green Technologies Select 30 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2207,I:MS30GTP,Morningstar Global Emerging Green Technologies Select 30 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2208,I:MS35RL,Morningstar Eurozone ESG Risk Management Leaders Select 35 PR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2209,I:MS35RLG,Morningstar Eurozone ESG Risk Management Leaders Select 35 GR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2210,I:MS35RLN,Morningstar Eurozone ESG Risk Management Leaders Select 35 NR EUR,indices,us,True,CboeGlobalIndicesMSTAR
2211,I:MSAAUSDP,Morningstar Asia PR USD,indices,us,True,CboeGlobalIndicesMSTAR
