,ticker,name,market,locale,active,currency_symbol,currency_name,base_currency_symbol,base_currency_name,last_updated_utc
907,C:PENCAD,Peruvian nuevo sol - Canadian dollar,fx,global,True,CAD,Canadian dollar,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
908,C:PENCLP,Peruvian nuevo sol - Chilean peso,fx,global,True,CLP,Chilean peso,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
909,C:PENCOP,Peruvian nuevo sol - Colombian peso,fx,global,True,COP,Colombian peso,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
910,C:PENEUR,Peruvian nuevo sol - Euro,fx,global,True,EUR,Euro,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
911,C:PENGBP,Peruvian nuevo sol - Pound sterling,fx,global,True,GBP,Pound sterling,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
912,C:PENMXN,Peruvian nuevo sol - Mexican peso,fx,global,True,MXN,Mexican peso,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
913,C:PENUSD,Peruvian nuevo sol - United States Dollar,fx,global,True,USD,United States Dollar,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
914,C:PGKAUD,Papua New Guinean kina - Australian dollar,fx,global,True,AUD,Australian dollar,PGK,Papua New Guinean kina,2017-01-01T00:00:00Z
915,C:PGKGBP,Papua New Guinean kina - Pound sterling,fx,global,True,GBP,Pound sterling,PGK,Papua New Guinean kina,2017-01-01T00:00:00Z
916,C:PGKUSD,Papua New Guinean kina - United States Dollar,fx,global,True,USD,United States Dollar,PGK,Papua New Guinean kina,2017-01-01T00:00:00Z
917,C:PHPAUD,Philippine peso - Australian dollar,fx,global,True,AUD,Australian dollar,PHP,Philippine peso,2017-01-01T00:00:00Z
918,C:PHPDKK,Philippine peso - Danish krone,fx,global,True,DKK,Danish krone,PHP,Philippine peso,2017-01-01T00:00:00Z
919,C:PHPGBP,Philippine peso - Pound sterling,fx,global,True,GBP,Pound sterling,PHP,Philippine peso,2017-01-01T00:00:00Z
920,C:PHPJPY,Philippine peso - Japanese yen,fx,global,True,JPY,Japanese yen,PHP,Philippine peso,2017-01-01T00:00:00Z
921,C:PHPNZD,Philippine peso - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,PHP,Philippine peso,2017-01-01T00:00:00Z
922,C:PHPUSD,Philippine peso - United States Dollar,fx,global,True,USD,United States Dollar,PHP,Philippine peso,2017-01-01T00:00:00Z
923,C:PKREUR,Pakistani rupee - Euro,fx,global,True,EUR,Euro,PKR,Pakistani rupee,2017-01-01T00:00:00Z
924,C:PKRGBP,Pakistani rupee - Pound sterling,fx,global,True,GBP,Pound sterling,PKR,Pakistani rupee,2017-01-01T00:00:00Z
925,C:PKRJPY,Pakistani rupee - Japanese yen,fx,global,True,JPY,Japanese yen,PKR,Pakistani rupee,2017-01-01T00:00:00Z
926,C:PKRUSD,Pakistani rupee - United States Dollar,fx,global,True,USD,United States Dollar,PKR,Pakistani rupee,2017-01-01T00:00:00Z
927,C:PKRZAR,Pakistani rupee - South African rand,fx,global,True,ZAR,South African rand,PKR,Pakistani rupee,2017-01-01T00:00:00Z
928,C:PLNCHF,Polish złoty - Swiss franc,fx,global,True,CHF,Swiss franc,PLN,Polish złoty,2017-01-01T00:00:00Z
929,C:PLNCOP,Polish złoty - Colombian peso,fx,global,True,COP,Colombian peso,PLN,Polish złoty,2017-01-01T00:00:00Z
930,C:PLNCZK,Polish złoty - Czech koruna,fx,global,True,CZK,Czech koruna,PLN,Polish złoty,2017-01-01T00:00:00Z
931,C:PLNDKK,Polish złoty - Danish krone,fx,global,True,DKK,Danish krone,PLN,Polish złoty,2017-01-01T00:00:00Z
932,C:PLNEUR,Polish złoty - Euro,fx,global,True,EUR,Euro,PLN,Polish złoty,2017-01-01T00:00:00Z
933,C:PLNGBP,Polish złoty - Pound sterling,fx,global,True,GBP,Pound sterling,PLN,Polish złoty,2017-01-01T00:00:00Z
934,C:PLNHUF,Polish złoty - Hungarian forint,fx,global,True,HUF,Hungarian forint,PLN,Polish złoty,2017-01-01T00:00:00Z
935,C:PLNILS,Polish złoty - Israeli new shekel,fx,global,True,ILS,Israeli new shekel,PLN,Polish złoty,2017-01-01T00:00:00Z
936,C:PLNJPY,Polish złoty - Japanese yen,fx,global,True,JPY,Japanese yen,PLN,Polish złoty,2017-01-01T00:00:00Z
937,C:PLNMXN,Polish złoty - Mexican peso,fx,global,True,MXN,Mexican peso,PLN,Polish złoty,2017-01-01T00:00:00Z
938,C:PLNNOK,Polish złoty - Norwegian krone,fx,global,True,NOK,Norwegian krone,PLN,Polish złoty,2017-01-01T00:00:00Z
939,C:PLNRUB,Polish złoty - Russian rouble,fx,global,True,RUB,Russian rouble,PLN,Polish złoty,2017-01-01T00:00:00Z
940,C:PLNSEK,Polish złoty - Swedish krona,fx,global,True,SEK,Swedish krona,PLN,Polish złoty,2017-01-01T00:00:00Z
941,C:PLNUSD,Polish złoty - United States Dollar,fx,global,True,USD,United States Dollar,PLN,Polish złoty,2017-01-01T00:00:00Z
942,C:PYGUSD, - United States Dollar,fx,global,True,USD,United States Dollar,PYG,,2017-01-01T00:00:00Z
943,C:PYGZAR, - ,fx,global,True,ZAR,,PYG,,2017-01-01T00:00:00Z
944,C:QARAED,Qatari riyal - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,QAR,Qatari riyal,2017-01-01T00:00:00Z
945,C:QARGBP,Qatari riyal - Pound sterling,fx,global,True,GBP,Pound sterling,QAR,Qatari riyal,2017-01-01T00:00:00Z
946,C:QARPKR,Qatari riyal - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,QAR,Qatari riyal,2017-01-01T00:00:00Z
947,C:QARUSD,Qatari riyal - United States Dollar,fx,global,True,USD,United States Dollar,QAR,Qatari riyal,2017-01-01T00:00:00Z
948,C:QARZAR,Qatari riyal - South African rand,fx,global,True,ZAR,South African rand,QAR,Qatari riyal,2017-01-01T00:00:00Z
949,C:RONCHF,Romanian new leu - Swiss franc,fx,global,True,CHF,Swiss franc,RON,Romanian new leu,2017-01-01T00:00:00Z
950,C:RONGBP,Romanian new leu - Pound sterling,fx,global,True,GBP,Pound sterling,RON,Romanian new leu,2017-01-01T00:00:00Z
951,C:RONPLN,Romanian new leu - Polish złoty,fx,global,True,PLN,Polish złoty,RON,Romanian new leu,2017-01-01T00:00:00Z
952,C:RONUSD,Romanian new leu - United States Dollar,fx,global,True,USD,United States Dollar,RON,Romanian new leu,2017-01-01T00:00:00Z
953,C:RONZAR,Romanian new leu - South African rand,fx,global,True,ZAR,South African rand,RON,Romanian new leu,2017-01-01T00:00:00Z
954,C:RSDGBP,Serbian dinar - Pound sterling,fx,global,True,GBP,Pound sterling,RSD,Serbian dinar,2017-01-01T00:00:00Z
955,C:RSDUSD,Serbian dinar - United States Dollar,fx,global,True,USD,United States Dollar,RSD,Serbian dinar,2017-01-01T00:00:00Z
956,C:RUBAUD,Russian rouble - Australian dollar,fx,global,True,AUD,Australian dollar,RUB,Russian rouble,2017-01-01T00:00:00Z
957,C:RUBCAD,Russian rouble - Canadian dollar,fx,global,True,CAD,Canadian dollar,RUB,Russian rouble,2017-01-01T00:00:00Z
958,C:RUBCHF,Russian rouble - Swiss franc,fx,global,True,CHF,Swiss franc,RUB,Russian rouble,2017-01-01T00:00:00Z
959,C:RUBDKK,Russian rouble - Danish krone,fx,global,True,DKK,Danish krone,RUB,Russian rouble,2017-01-01T00:00:00Z
960,C:RUBEUR,Russian rouble - Euro,fx,global,True,EUR,Euro,RUB,Russian rouble,2017-01-01T00:00:00Z
961,C:RUBGBP,Russian rouble - Pound sterling,fx,global,True,GBP,Pound sterling,RUB,Russian rouble,2017-01-01T00:00:00Z
962,C:RUBJPY,Russian rouble - Japanese yen,fx,global,True,JPY,Japanese yen,RUB,Russian rouble,2017-01-01T00:00:00Z
963,C:RUBKRW,Russian rouble - South Korean won,fx,global,True,KRW,South Korean won,RUB,Russian rouble,2017-01-01T00:00:00Z
964,C:RUBMXN,Russian rouble - Mexican peso,fx,global,True,MXN,Mexican peso,RUB,Russian rouble,2017-01-01T00:00:00Z
965,C:RUBNOK,Russian rouble - Norwegian krone,fx,global,True,NOK,Norwegian krone,RUB,Russian rouble,2017-01-01T00:00:00Z
966,C:RUBPLN,Russian rouble - Polish złoty,fx,global,True,PLN,Polish złoty,RUB,Russian rouble,2017-01-01T00:00:00Z
967,C:RUBSEK,Russian rouble - Swedish krona,fx,global,True,SEK,Swedish krona,RUB,Russian rouble,2017-01-01T00:00:00Z
968,C:RUBUSD,Russian rouble - United States Dollar,fx,global,True,USD,United States Dollar,RUB,Russian rouble,2017-01-01T00:00:00Z
969,C:RUBZAR,Russian rouble - South African rand,fx,global,True,ZAR,South African rand,RUB,Russian rouble,2017-01-01T00:00:00Z
970,C:RWFGBP,Rwandan franc - Pound sterling,fx,global,True,GBP,Pound sterling,RWF,Rwandan franc,2017-01-01T00:00:00Z
971,C:RWFUSD,Rwandan franc - United States Dollar,fx,global,True,USD,United States Dollar,RWF,Rwandan franc,2017-01-01T00:00:00Z
972,C:RWFZAR,Rwandan franc - South African rand,fx,global,True,ZAR,South African rand,RWF,Rwandan franc,2017-01-01T00:00:00Z
973,C:SAREUR,Saudi riyal - Euro,fx,global,True,EUR,Euro,SAR,Saudi riyal,2017-01-01T00:00:00Z
974,C:SARJPY,Saudi riyal - Japanese yen,fx,global,True,JPY,Japanese yen,SAR,Saudi riyal,2017-01-01T00:00:00Z
975,C:SARKWD,Saudi riyal - Kuwaiti dinar,fx,global,True,KWD,Kuwaiti dinar,SAR,Saudi riyal,2017-01-01T00:00:00Z
976,C:SARPKR,Saudi riyal - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,SAR,Saudi riyal,2017-01-01T00:00:00Z
977,C:SARUSD,Saudi riyal - United States Dollar,fx,global,True,USD,United States Dollar,SAR,Saudi riyal,2017-01-01T00:00:00Z
978,C:SCRGBP,Seychelles rupee - Pound sterling,fx,global,True,GBP,Pound sterling,SCR,Seychelles rupee,2017-01-01T00:00:00Z
979,C:SCRUSD,Seychelles rupee - United States Dollar,fx,global,True,USD,United States Dollar,SCR,Seychelles rupee,2017-01-01T00:00:00Z
980,C:SDDGBP,Sudanese dinar - Pound sterling,fx,global,True,GBP,Pound sterling,SDD,Sudanese dinar,2017-01-01T00:00:00Z
981,C:SDDUSD,Sudanese dinar - United States Dollar,fx,global,True,USD,United States Dollar,SDD,Sudanese dinar,2017-01-01T00:00:00Z
982,C:SDGGBP,Sudanese pound - Pound sterling,fx,global,True,GBP,Pound sterling,SDG,Sudanese pound,2017-01-01T00:00:00Z
983,C:SDGUSD,Sudanese pound - United States Dollar,fx,global,True,USD,United States Dollar,SDG,Sudanese pound,2017-01-01T00:00:00Z
984,C:SEKAUD,Swedish krona - Australian dollar,fx,global,True,AUD,Australian dollar,SEK,Swedish krona,2017-01-01T00:00:00Z
985,C:SEKCAD,Swedish krona - Canadian dollar,fx,global,True,CAD,Canadian dollar,SEK,Swedish krona,2017-01-01T00:00:00Z
986,C:SEKCHF,Swedish krona - Swiss franc,fx,global,True,CHF,Swiss franc,SEK,Swedish krona,2017-01-01T00:00:00Z
987,C:SEKCZK,Swedish krona - Czech koruna,fx,global,True,CZK,Czech koruna,SEK,Swedish krona,2017-01-01T00:00:00Z
988,C:SEKDKK,Swedish krona - Danish krone,fx,global,True,DKK,Danish krone,SEK,Swedish krona,2017-01-01T00:00:00Z
989,C:SEKEUR,Swedish krona - Euro,fx,global,True,EUR,Euro,SEK,Swedish krona,2017-01-01T00:00:00Z
990,C:SEKGBP,Swedish krona - Pound sterling,fx,global,True,GBP,Pound sterling,SEK,Swedish krona,2017-01-01T00:00:00Z
991,C:SEKILS,Swedish krona - Israeli new shekel,fx,global,True,ILS,Israeli new shekel,SEK,Swedish krona,2017-01-01T00:00:00Z
992,C:SEKINR,Swedish krona - Indian rupee,fx,global,True,INR,Indian rupee,SEK,Swedish krona,2017-01-01T00:00:00Z
993,C:SEKISK,Swedish krona - Icelandic króna,fx,global,True,ISK,Icelandic króna,SEK,Swedish krona,2017-01-01T00:00:00Z
994,C:SEKJPY,Swedish krona - Japanese yen,fx,global,True,JPY,Japanese yen,SEK,Swedish krona,2017-01-01T00:00:00Z
995,C:SEKNOK,Swedish krona - Norwegian krone,fx,global,True,NOK,Norwegian krone,SEK,Swedish krona,2017-01-01T00:00:00Z
996,C:SEKPLN,Swedish krona - Polish złoty,fx,global,True,PLN,Polish złoty,SEK,Swedish krona,2017-01-01T00:00:00Z
997,C:SEKRUB,Swedish krona - Russian rouble,fx,global,True,RUB,Russian rouble,SEK,Swedish krona,2017-01-01T00:00:00Z
998,C:SEKUSD,Swedish krona - United States Dollar,fx,global,True,USD,United States Dollar,SEK,Swedish krona,2017-01-01T00:00:00Z
999,C:SEKZAR,Swedish krona - South African rand,fx,global,True,ZAR,South African rand,SEK,Swedish krona,2017-01-01T00:00:00Z
1000,C:SGDAED,Singapore dollar - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,SGD,Singapore dollar,2017-01-01T00:00:00Z
1001,C:SGDARS,Singapore dollar - Argentine peso,fx,global,True,ARS,Argentine peso,SGD,Singapore dollar,2017-01-01T00:00:00Z
1002,C:SGDAUD,Singapore dollar - Australian dollar,fx,global,True,AUD,Australian dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1003,C:SGDBRL,Singapore dollar - Brazilian real,fx,global,True,BRL,Brazilian real,SGD,Singapore dollar,2017-01-01T00:00:00Z
1004,C:SGDCAD,Singapore dollar - Canadian dollar,fx,global,True,CAD,Canadian dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1005,C:SGDCHF,Singapore dollar - Swiss franc,fx,global,True,CHF,Swiss franc,SGD,Singapore dollar,2017-01-01T00:00:00Z
1006,C:SGDCNY,Singapore dollar - Chinese yuan,fx,global,True,CNY,Chinese yuan,SGD,Singapore dollar,2017-01-01T00:00:00Z
1007,C:SGDDKK,Singapore dollar - Danish krone,fx,global,True,DKK,Danish krone,SGD,Singapore dollar,2017-01-01T00:00:00Z
1008,C:SGDEUR,Singapore dollar - Euro,fx,global,True,EUR,Euro,SGD,Singapore dollar,2017-01-01T00:00:00Z
1009,C:SGDGBP,Singapore dollar - Pound sterling,fx,global,True,GBP,Pound sterling,SGD,Singapore dollar,2017-01-01T00:00:00Z
1010,C:SGDHKD,Singapore dollar - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1011,C:SGDIDR,Singapore dollar - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,SGD,Singapore dollar,2017-01-01T00:00:00Z
1012,C:SGDINR,Singapore dollar - Indian rupee,fx,global,True,INR,Indian rupee,SGD,Singapore dollar,2017-01-01T00:00:00Z
1013,C:SGDJPY,Singapore dollar - Japanese yen,fx,global,True,JPY,Japanese yen,SGD,Singapore dollar,2017-01-01T00:00:00Z
1014,C:SGDKRW,Singapore dollar - South Korean won,fx,global,True,KRW,South Korean won,SGD,Singapore dollar,2017-01-01T00:00:00Z
1015,C:SGDMXN,Singapore dollar - Mexican peso,fx,global,True,MXN,Mexican peso,SGD,Singapore dollar,2017-01-01T00:00:00Z
1016,C:SGDMYR,Singapore dollar - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,SGD,Singapore dollar,2017-01-01T00:00:00Z
1017,C:SGDNOK,Singapore dollar - Norwegian krone,fx,global,True,NOK,Norwegian krone,SGD,Singapore dollar,2017-01-01T00:00:00Z
1018,C:SGDNZD,Singapore dollar - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1019,C:SGDPKR,Singapore dollar - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,SGD,Singapore dollar,2017-01-01T00:00:00Z
1020,C:SGDPLN,Singapore dollar - Polish złoty,fx,global,True,PLN,Polish złoty,SGD,Singapore dollar,2017-01-01T00:00:00Z
1021,C:SGDSEK,Singapore dollar - Swedish krona,fx,global,True,SEK,Swedish krona,SGD,Singapore dollar,2017-01-01T00:00:00Z
1022,C:SGDTHB,Singapore dollar - Thai baht,fx,global,True,THB,Thai baht,SGD,Singapore dollar,2017-01-01T00:00:00Z
1023,C:SGDTRY,Singapore dollar - Turkish lira,fx,global,True,TRY,Turkish lira,SGD,Singapore dollar,2017-01-01T00:00:00Z
1024,C:SGDTWD,Singapore dollar - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1025,C:SGDUSD,Singapore dollar - United States Dollar,fx,global,True,USD,United States Dollar,SGD,Singapore dollar,2017-01-01T00:00:00Z
1026,C:SGDZAR,Singapore dollar - South African rand,fx,global,True,ZAR,South African rand,SGD,Singapore dollar,2017-01-01T00:00:00Z
1027,C:SHPGBP,Saint Helena pound - Pound sterling,fx,global,True,GBP,Pound sterling,SHP,Saint Helena pound,2017-01-01T00:00:00Z
1028,C:SHPUSD,Saint Helena pound - United States Dollar,fx,global,True,USD,United States Dollar,SHP,Saint Helena pound,2017-01-01T00:00:00Z
1029,C:SLLGBP,Sierra Leonean leone - Pound sterling,fx,global,True,GBP,Pound sterling,SLL,Sierra Leonean leone,2017-01-01T00:00:00Z
1030,C:SLLUSD,Sierra Leonean leone - United States Dollar,fx,global,True,USD,United States Dollar,SLL,Sierra Leonean leone,2017-01-01T00:00:00Z
1031,C:SOSGBP,Somali shilling - Pound sterling,fx,global,True,GBP,Pound sterling,SOS,Somali shilling,2017-01-01T00:00:00Z
1032,C:SOSUSD,Somali shilling - United States Dollar,fx,global,True,USD,United States Dollar,SOS,Somali shilling,2017-01-01T00:00:00Z
1033,C:SVCGBP,Salvadoran colón - Pound sterling,fx,global,True,GBP,Pound sterling,SVC,Salvadoran colón,2017-01-01T00:00:00Z
1034,C:SVCUSD,Salvadoran colón - United States Dollar,fx,global,True,USD,United States Dollar,SVC,Salvadoran colón,2017-01-01T00:00:00Z
1035,C:SZLCHF,Swazi lilangeni - Swiss franc,fx,global,True,CHF,Swiss franc,SZL,Swazi lilangeni,2017-01-01T00:00:00Z
1036,C:SZLEUR,Swazi lilangeni - Euro,fx,global,True,EUR,Euro,SZL,Swazi lilangeni,2017-01-01T00:00:00Z
1037,C:SZLGBP,Swazi lilangeni - Pound sterling,fx,global,True,GBP,Pound sterling,SZL,Swazi lilangeni,2017-01-01T00:00:00Z
1038,C:SZLUSD,Swazi lilangeni - United States Dollar,fx,global,True,USD,United States Dollar,SZL,Swazi lilangeni,2017-01-01T00:00:00Z
1039,C:SZLZAR,Swazi lilangeni - South African rand,fx,global,True,ZAR,South African rand,SZL,Swazi lilangeni,2017-01-01T00:00:00Z
1040,C:THBAUD,Thai baht - Australian dollar,fx,global,True,AUD,Australian dollar,THB,Thai baht,2017-01-01T00:00:00Z
1041,C:THBCAD,Thai baht - Canadian dollar,fx,global,True,CAD,Canadian dollar,THB,Thai baht,2017-01-01T00:00:00Z
1042,C:THBCHF,Thai baht - Swiss franc,fx,global,True,CHF,Swiss franc,THB,Thai baht,2017-01-01T00:00:00Z
1043,C:THBCNY,Thai baht - Chinese yuan,fx,global,True,CNY,Chinese yuan,THB,Thai baht,2017-01-01T00:00:00Z
1044,C:THBEUR,Thai baht - Euro,fx,global,True,EUR,Euro,THB,Thai baht,2017-01-01T00:00:00Z
1045,C:THBGBP,Thai baht - Pound sterling,fx,global,True,GBP,Pound sterling,THB,Thai baht,2017-01-01T00:00:00Z
1046,C:THBHKD,Thai baht - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,THB,Thai baht,2017-01-01T00:00:00Z
1047,C:THBIDR,Thai baht - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,THB,Thai baht,2017-01-01T00:00:00Z
1048,C:THBINR,Thai baht - Indian rupee,fx,global,True,INR,Indian rupee,THB,Thai baht,2017-01-01T00:00:00Z
1049,C:THBJPY,Thai baht - Japanese yen,fx,global,True,JPY,Japanese yen,THB,Thai baht,2017-01-01T00:00:00Z
1050,C:THBKRW,Thai baht - South Korean won,fx,global,True,KRW,South Korean won,THB,Thai baht,2017-01-01T00:00:00Z
1051,C:THBMYR,Thai baht - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,THB,Thai baht,2017-01-01T00:00:00Z
1052,C:THBNZD,Thai baht - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,THB,Thai baht,2017-01-01T00:00:00Z
1053,C:THBPKR,Thai baht - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,THB,Thai baht,2017-01-01T00:00:00Z
1054,C:THBSGD,Thai baht - Singapore dollar,fx,global,True,SGD,Singapore dollar,THB,Thai baht,2017-01-01T00:00:00Z
1055,C:THBTWD,Thai baht - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,THB,Thai baht,2017-01-01T00:00:00Z
1056,C:THBUSD,Thai baht - United States Dollar,fx,global,True,USD,United States Dollar,THB,Thai baht,2017-01-01T00:00:00Z
1057,C:THBZAR,Thai baht - South African rand,fx,global,True,ZAR,South African rand,THB,Thai baht,2017-01-01T00:00:00Z
1058,C:TJSUSD,Tajikistani somoni - United States Dollar,fx,global,True,USD,United States Dollar,TJS,Tajikistani somoni,2017-01-01T00:00:00Z
1059,C:TMTUSD,Turkmenistani manat - United States Dollar,fx,global,True,USD,United States Dollar,TMT,Turkmenistani manat,2017-01-01T00:00:00Z
1060,C:TNDGBP,Tunisian dinar - Pound sterling,fx,global,True,GBP,Pound sterling,TND,Tunisian dinar,2017-01-01T00:00:00Z
1061,C:TNDUSD,Tunisian dinar - United States Dollar,fx,global,True,USD,United States Dollar,TND,Tunisian dinar,2017-01-01T00:00:00Z
1062,C:TNDZAR,Tunisian dinar - South African rand,fx,global,True,ZAR,South African rand,TND,Tunisian dinar,2017-01-01T00:00:00Z
1063,C:TRYCHF,Turkish lira - Swiss franc,fx,global,True,CHF,Swiss franc,TRY,Turkish lira,2017-01-01T00:00:00Z
1064,C:TRYDKK,Turkish lira - Danish krone,fx,global,True,DKK,Danish krone,TRY,Turkish lira,2017-01-01T00:00:00Z
1065,C:TRYJPY,Turkish lira - Japanese yen,fx,global,True,JPY,Japanese yen,TRY,Turkish lira,2017-01-01T00:00:00Z
1066,C:TRYPLN,Turkish lira - Polish złoty,fx,global,True,PLN,Polish złoty,TRY,Turkish lira,2017-01-01T00:00:00Z
1067,C:TRYSGD,Turkish lira - Singapore dollar,fx,global,True,SGD,Singapore dollar,TRY,Turkish lira,2017-01-01T00:00:00Z
1068,C:TRYUSD,Turkish lira - United States Dollar,fx,global,True,USD,United States Dollar,TRY,Turkish lira,2017-01-01T00:00:00Z
1069,C:TRYZAR,Turkish lira - South African rand,fx,global,True,ZAR,South African rand,TRY,Turkish lira,2017-01-01T00:00:00Z
1070,C:TTDGBP,Trinidad and Tobago dollar - Pound sterling,fx,global,True,GBP,Pound sterling,TTD,Trinidad and Tobago dollar,2017-01-01T00:00:00Z
1071,C:TTDUSD,Trinidad and Tobago dollar - United States Dollar,fx,global,True,USD,United States Dollar,TTD,Trinidad and Tobago dollar,2017-01-01T00:00:00Z
1072,C:TWDAUD,New Taiwan dollar - Australian dollar,fx,global,True,AUD,Australian dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1073,C:TWDCAD,New Taiwan dollar - Canadian dollar,fx,global,True,CAD,Canadian dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1074,C:TWDCHF,New Taiwan dollar - Swiss franc,fx,global,True,CHF,Swiss franc,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1075,C:TWDCNY,New Taiwan dollar - Chinese yuan,fx,global,True,CNY,Chinese yuan,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1076,C:TWDDKK,New Taiwan dollar - Danish krone,fx,global,True,DKK,Danish krone,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1077,C:TWDEUR,New Taiwan dollar - Euro,fx,global,True,EUR,Euro,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1078,C:TWDGBP,New Taiwan dollar - Pound sterling,fx,global,True,GBP,Pound sterling,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1079,C:TWDHKD,New Taiwan dollar - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1080,C:TWDIDR,New Taiwan dollar - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1081,C:TWDINR,New Taiwan dollar - Indian rupee,fx,global,True,INR,Indian rupee,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1082,C:TWDJPY,New Taiwan dollar - Japanese yen,fx,global,True,JPY,Japanese yen,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1083,C:TWDKRW,New Taiwan dollar - South Korean won,fx,global,True,KRW,South Korean won,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1084,C:TWDMYR,New Taiwan dollar - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1085,C:TWDNZD,New Taiwan dollar - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1086,C:TWDPKR,New Taiwan dollar - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1087,C:TWDSEK,New Taiwan dollar - Swedish krona,fx,global,True,SEK,Swedish krona,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1088,C:TWDSGD,New Taiwan dollar - Singapore dollar,fx,global,True,SGD,Singapore dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1089,C:TWDTHB,New Taiwan dollar - Thai baht,fx,global,True,THB,Thai baht,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1090,C:TWDUSD,New Taiwan dollar - United States Dollar,fx,global,True,USD,United States Dollar,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1091,C:TWDZAR,New Taiwan dollar - South African rand,fx,global,True,ZAR,South African rand,TWD,New Taiwan dollar,2017-01-01T00:00:00Z
1092,C:TZSGBP,Tanzanian shilling - Pound sterling,fx,global,True,GBP,Pound sterling,TZS,Tanzanian shilling,2017-01-01T00:00:00Z
1093,C:TZSUSD,Tanzanian shilling - United States Dollar,fx,global,True,USD,United States Dollar,TZS,Tanzanian shilling,2017-01-01T00:00:00Z
1094,C:TZSZAR,Tanzanian shilling - South African rand,fx,global,True,ZAR,South African rand,TZS,Tanzanian shilling,2017-01-01T00:00:00Z
1095,C:UAHDKK,Ukrainian hryvnia - Danish krone,fx,global,True,DKK,Danish krone,UAH,Ukrainian hryvnia,2017-01-01T00:00:00Z
1096,C:UAHPLN,Ukrainian hryvnia - Polish złoty,fx,global,True,PLN,Polish złoty,UAH,Ukrainian hryvnia,2017-01-01T00:00:00Z
1097,C:UAHUSD,Ukrainian hryvnia - United States Dollar,fx,global,True,USD,United States Dollar,UAH,Ukrainian hryvnia,2017-01-01T00:00:00Z
1098,C:UGXZAR,Ugandan shilling - South African rand,fx,global,True,ZAR,South African rand,UGX,Ugandan shilling,2017-01-01T00:00:00Z
1099,C:USDAED,United States dollar - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,USD,United States dollar,2017-01-01T00:00:00Z
1100,C:USDALL,United States dollar - Albanian lek,fx,global,True,ALL,Albanian lek,USD,United States dollar,2017-01-01T00:00:00Z
1101,C:USDARS,United States dollar - Argentine peso,fx,global,True,ARS,Argentine peso,USD,United States dollar,2017-01-01T00:00:00Z
