,ticker,name,market,locale,active,currency_symbol,currency_name,base_currency_symbol,base_currency_name,last_updated_utc
713,C:JPYPKR,Japanese yen - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,JPY,Japanese yen,2017-01-01T00:00:00Z
714,C:JPYPLN,Japanese yen - Polish złoty,fx,global,True,PLN,Polish złoty,JPY,Japanese yen,2017-01-01T00:00:00Z
715,C:JPYRSD,Japanese yen - Serbian dinar,fx,global,True,RSD,Serbian dinar,JPY,Japanese yen,2017-01-01T00:00:00Z
716,C:JPYRUB,Japanese yen - Russian rouble,fx,global,True,RUB,Russian rouble,JPY,Japanese yen,2017-01-01T00:00:00Z
717,C:JPYSAR,Japanese yen - Saudi riyal,fx,global,True,SAR,Saudi riyal,JPY,Japanese yen,2017-01-01T00:00:00Z
718,C:JPYSEK,Japanese yen - Swedish krona,fx,global,True,SEK,Swedish krona,JPY,Japanese yen,2017-01-01T00:00:00Z
719,C:JPYTHB,Japanese yen - Thai baht,fx,global,True,THB,Thai baht,JPY,Japanese yen,2017-01-01T00:00:00Z
720,C:JPYTWD,Japanese yen - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,JPY,Japanese yen,2017-01-01T00:00:00Z
721,C:JPYUSD,Japanese yen - United States Dollar,fx,global,True,USD,United States Dollar,JPY,Japanese yen,2017-01-01T00:00:00Z
722,C:JPYZAR,Japanese yen - South African rand,fx,global,True,ZAR,South African rand,JPY,Japanese yen,2017-01-01T00:00:00Z
723,C:KESEUR,Kenyan shilling - Euro,fx,global,True,EUR,Euro,KES,Kenyan shilling,2017-01-01T00:00:00Z
724,C:KESUSD,Kenyan shilling - United States Dollar,fx,global,True,USD,United States Dollar,KES,Kenyan shilling,2017-01-01T00:00:00Z
725,C:KESZAR,Kenyan shilling - South African rand,fx,global,True,ZAR,South African rand,KES,Kenyan shilling,2017-01-01T00:00:00Z
726,C:KHRGBP,Cambodian riel - Pound sterling,fx,global,True,GBP,Pound sterling,KHR,Cambodian riel,2017-01-01T00:00:00Z
727,C:KMFGBP,Comoro franc - Pound sterling,fx,global,True,GBP,Pound sterling,KMF,Comoro franc,2017-01-01T00:00:00Z
728,C:KMFUSD,Comoro franc - United States Dollar,fx,global,True,USD,United States Dollar,KMF,Comoro franc,2017-01-01T00:00:00Z
729,C:KRUCHF,South African Krugerrand - Swiss franc,fx,global,True,CHF,Swiss franc,KRU,South African Krugerrand,2017-01-01T00:00:00Z
730,C:KRUUSD,South African Krugerrand - United States Dollar,fx,global,True,USD,United States Dollar,KRU,South African Krugerrand,2017-01-01T00:00:00Z
731,C:KRWAUD,South Korean won - Australian dollar,fx,global,True,AUD,Australian dollar,KRW,South Korean won,2017-01-01T00:00:00Z
732,C:KRWBRL,South Korean won - Brazilian real,fx,global,True,BRL,Brazilian real,KRW,South Korean won,2017-01-01T00:00:00Z
733,C:KRWCAD,South Korean won - Canadian dollar,fx,global,True,CAD,Canadian dollar,KRW,South Korean won,2017-01-01T00:00:00Z
734,C:KRWCHF,South Korean won - Swiss franc,fx,global,True,CHF,Swiss franc,KRW,South Korean won,2017-01-01T00:00:00Z
735,C:KRWCNY,South Korean won - Chinese yuan,fx,global,True,CNY,Chinese yuan,KRW,South Korean won,2017-01-01T00:00:00Z
736,C:KRWEUR,South Korean won - Euro,fx,global,True,EUR,Euro,KRW,South Korean won,2017-01-01T00:00:00Z
737,C:KRWGBP,South Korean won - Pound sterling,fx,global,True,GBP,Pound sterling,KRW,South Korean won,2017-01-01T00:00:00Z
738,C:KRWHKD,South Korean won - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,KRW,South Korean won,2017-01-01T00:00:00Z
739,C:KRWIDR,South Korean won - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,KRW,South Korean won,2017-01-01T00:00:00Z
740,C:KRWINR,South Korean won - Indian rupee,fx,global,True,INR,Indian rupee,KRW,South Korean won,2017-01-01T00:00:00Z
741,C:KRWJPY,South Korean won - Japanese yen,fx,global,True,JPY,Japanese yen,KRW,South Korean won,2017-01-01T00:00:00Z
742,C:KRWMYR,South Korean won - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,KRW,South Korean won,2017-01-01T00:00:00Z
743,C:KRWNZD,South Korean won - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,KRW,South Korean won,2017-01-01T00:00:00Z
744,C:KRWRUB,South Korean won - Russian rouble,fx,global,True,RUB,Russian rouble,KRW,South Korean won,2017-01-01T00:00:00Z
745,C:KRWSEK,South Korean won - Swedish krona,fx,global,True,SEK,Swedish krona,KRW,South Korean won,2017-01-01T00:00:00Z
746,C:KRWSGD,South Korean won - Singapore dollar,fx,global,True,SGD,Singapore dollar,KRW,South Korean won,2017-01-01T00:00:00Z
747,C:KRWTHB,South Korean won - Thai baht,fx,global,True,THB,Thai baht,KRW,South Korean won,2017-01-01T00:00:00Z
748,C:KRWTWD,South Korean won - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,KRW,South Korean won,2017-01-01T00:00:00Z
749,C:KRWUSD,South Korean won - United States Dollar,fx,global,True,USD,United States Dollar,KRW,South Korean won,2017-01-01T00:00:00Z
750,C:KRWZAR,South Korean won - South African rand,fx,global,True,ZAR,South African rand,KRW,South Korean won,2017-01-01T00:00:00Z
751,C:KWDAED,Kuwaiti dinar - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,KWD,Kuwaiti dinar,2017-01-01T00:00:00Z
752,C:KWDEUR,Kuwaiti dinar - Euro,fx,global,True,EUR,Euro,KWD,Kuwaiti dinar,2017-01-01T00:00:00Z
753,C:KWDGBP,Kuwaiti dinar - Pound sterling,fx,global,True,GBP,Pound sterling,KWD,Kuwaiti dinar,2017-01-01T00:00:00Z
754,C:KWDPKR,Kuwaiti dinar - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,KWD,Kuwaiti dinar,2017-01-01T00:00:00Z
755,C:KWDUSD,Kuwaiti dinar - United States Dollar,fx,global,True,USD,United States Dollar,KWD,Kuwaiti dinar,2017-01-01T00:00:00Z
756,C:KYDBMD,Cayman Islands dollar - Bermudian dollar,fx,global,True,BMD,Bermudian dollar,KYD,Cayman Islands dollar,2017-01-01T00:00:00Z
757,C:KYDCAD,Cayman Islands dollar - Canadian dollar,fx,global,True,CAD,Canadian dollar,KYD,Cayman Islands dollar,2017-01-01T00:00:00Z
758,C:KYDEUR,Cayman Islands dollar - Euro,fx,global,True,EUR,Euro,KYD,Cayman Islands dollar,2017-01-01T00:00:00Z
759,C:KYDGBP,Cayman Islands dollar - Pound sterling,fx,global,True,GBP,Pound sterling,KYD,Cayman Islands dollar,2017-01-01T00:00:00Z
760,C:KYDUSD,Cayman Islands dollar - United States Dollar,fx,global,True,USD,United States Dollar,KYD,Cayman Islands dollar,2017-01-01T00:00:00Z
761,C:KZTGBP,Kazakhstani tenge - Pound sterling,fx,global,True,GBP,Pound sterling,KZT,Kazakhstani tenge,2017-01-01T00:00:00Z
762,C:KZTUSD,Kazakhstani tenge - United States Dollar,fx,global,True,USD,United States Dollar,KZT,Kazakhstani tenge,2017-01-01T00:00:00Z
763,C:LBPUSD,Lebanese pound - United States Dollar,fx,global,True,USD,United States Dollar,LBP,Lebanese pound,2017-01-01T00:00:00Z
764,C:LKRGBP,Sri Lankan rupee - Pound sterling,fx,global,True,GBP,Pound sterling,LKR,Sri Lankan rupee,2017-01-01T00:00:00Z
765,C:LKRUSD,Sri Lankan rupee - United States Dollar,fx,global,True,USD,United States Dollar,LKR,Sri Lankan rupee,2017-01-01T00:00:00Z
766,C:LKRZAR,Sri Lankan rupee - South African rand,fx,global,True,ZAR,South African rand,LKR,Sri Lankan rupee,2017-01-01T00:00:00Z
767,C:LRDGBP,Liberian dollar - Pound sterling,fx,global,True,GBP,Pound sterling,LRD,Liberian dollar,2017-01-01T00:00:00Z
768,C:LRDUSD,Liberian dollar - United States Dollar,fx,global,True,USD,United States Dollar,LRD,Liberian dollar,2017-01-01T00:00:00Z
769,C:LSLGBP,Lesotho loti - Pound sterling,fx,global,True,GBP,Pound sterling,LSL,Lesotho loti,2017-01-01T00:00:00Z
770,C:LSLUSD,Lesotho loti - United States Dollar,fx,global,True,USD,United States Dollar,LSL,Lesotho loti,2017-01-01T00:00:00Z
771,C:LTLAUD,Lithuanian litas - Australian dollar,fx,global,True,AUD,Australian dollar,LTL,Lithuanian litas,2017-01-01T00:00:00Z
772,C:LTLPLN,Lithuanian litas - Polish złoty,fx,global,True,PLN,Polish złoty,LTL,Lithuanian litas,2017-01-01T00:00:00Z
773,C:LYDGBP,Libyan dinar - Pound sterling,fx,global,True,GBP,Pound sterling,LYD,Libyan dinar,2017-01-01T00:00:00Z
774,C:LYDUSD,Libyan dinar - United States Dollar,fx,global,True,USD,United States Dollar,LYD,Libyan dinar,2017-01-01T00:00:00Z
775,C:M5PCHF,Mexican 50 peso - Swiss franc,fx,global,True,CHF,Swiss franc,M5P,Mexican 50 peso,2017-01-01T00:00:00Z
776,C:M5PUSD,Mexican 50 peso - United States Dollar,fx,global,True,USD,United States Dollar,M5P,Mexican 50 peso,2017-01-01T00:00:00Z
777,C:MADAUD,Moroccan dirham - Australian dollar,fx,global,True,AUD,Australian dollar,MAD,Moroccan dirham,2017-01-01T00:00:00Z
778,C:MADGBP,Moroccan dirham - Pound sterling,fx,global,True,GBP,Pound sterling,MAD,Moroccan dirham,2017-01-01T00:00:00Z
779,C:MADUSD,Moroccan dirham - United States Dollar,fx,global,True,USD,United States Dollar,MAD,Moroccan dirham,2017-01-01T00:00:00Z
780,C:MADZAR,Moroccan dirham - South African rand,fx,global,True,ZAR,South African rand,MAD,Moroccan dirham,2017-01-01T00:00:00Z
781,C:MALCHF,Maple Leaf - Swiss franc,fx,global,True,CHF,Swiss franc,MAL,Maple Leaf,2017-01-01T00:00:00Z
782,C:MALUSD,Maple Leaf - United States Dollar,fx,global,True,USD,United States Dollar,MAL,Maple Leaf,2017-01-01T00:00:00Z
783,C:MDLEUR,Moldovan leu - Euro,fx,global,True,EUR,Euro,MDL,Moldovan leu,2017-01-01T00:00:00Z
784,C:MDLGBP,Moldovan leu - Pound sterling,fx,global,True,GBP,Pound sterling,MDL,Moldovan leu,2017-01-01T00:00:00Z
785,C:MDLUSD,Moldovan leu - United States Dollar,fx,global,True,USD,United States Dollar,MDL,Moldovan leu,2017-01-01T00:00:00Z
786,C:MGAGBP,Malagasy ariary - Pound sterling,fx,global,True,GBP,Pound sterling,MGA,Malagasy ariary,2017-01-01T00:00:00Z
787,C:MGAUSD,Malagasy ariary - United States Dollar,fx,global,True,USD,United States Dollar,MGA,Malagasy ariary,2017-01-01T00:00:00Z
788,C:MKDGBP,Macedonian denar - Pound sterling,fx,global,True,GBP,Pound sterling,MKD,Macedonian denar,2017-01-01T00:00:00Z
789,C:MKDUSD,Macedonian denar - United States Dollar,fx,global,True,USD,United States Dollar,MKD,Macedonian denar,2017-01-01T00:00:00Z
790,C:MMKGBP,Myanma kyat - Pound sterling,fx,global,True,GBP,Pound sterling,MMK,Myanma kyat,2017-01-01T00:00:00Z
791,C:MMKUSD,Myanma kyat - United States Dollar,fx,global,True,USD,United States Dollar,MMK,Myanma kyat,2017-01-01T00:00:00Z
792,C:MOPUSD,Macanese pataca - United States Dollar,fx,global,True,USD,United States Dollar,MOP,Macanese pataca,2017-01-01T00:00:00Z
793,C:MROUSD,Mauritanian ouguiya - United States Dollar,fx,global,True,USD,United States Dollar,MRO,Mauritanian ouguiya,2017-01-01T00:00:00Z
794,C:MUREUR,Mauritian rupee - Euro,fx,global,True,EUR,Euro,MUR,Mauritian rupee,2017-01-01T00:00:00Z
795,C:MURGBP,Mauritian rupee - Pound sterling,fx,global,True,GBP,Pound sterling,MUR,Mauritian rupee,2017-01-01T00:00:00Z
796,C:MURUSD,Mauritian rupee - United States Dollar,fx,global,True,USD,United States Dollar,MUR,Mauritian rupee,2017-01-01T00:00:00Z
797,C:MVRUSD,Maldivian rufiyaa - United States Dollar,fx,global,True,USD,United States Dollar,MVR,Maldivian rufiyaa,2017-01-01T00:00:00Z
798,C:MWKGBP,Malawian kwacha - Pound sterling,fx,global,True,GBP,Pound sterling,MWK,Malawian kwacha,2017-01-01T00:00:00Z
799,C:MWKUSD,Malawian kwacha - United States Dollar,fx,global,True,USD,United States Dollar,MWK,Malawian kwacha,2017-01-01T00:00:00Z
800,C:MWKZAR,Malawian kwacha - South African rand,fx,global,True,ZAR,South African rand,MWK,Malawian kwacha,2017-01-01T00:00:00Z
801,C:MXNARS,Mexican peso - Argentine peso,fx,global,True,ARS,Argentine peso,MXN,Mexican peso,2017-01-01T00:00:00Z
802,C:MXNAUD,Mexican peso - Australian dollar,fx,global,True,AUD,Australian dollar,MXN,Mexican peso,2017-01-01T00:00:00Z
803,C:MXNBRL,Mexican peso - Brazilian real,fx,global,True,BRL,Brazilian real,MXN,Mexican peso,2017-01-01T00:00:00Z
804,C:MXNCAD,Mexican peso - Canadian dollar,fx,global,True,CAD,Canadian dollar,MXN,Mexican peso,2017-01-01T00:00:00Z
805,C:MXNCHF,Mexican peso - Swiss franc,fx,global,True,CHF,Swiss franc,MXN,Mexican peso,2017-01-01T00:00:00Z
806,C:MXNCLP,Mexican peso - Chilean peso,fx,global,True,CLP,Chilean peso,MXN,Mexican peso,2017-01-01T00:00:00Z
807,C:MXNCOP,Mexican peso - Colombian peso,fx,global,True,COP,Colombian peso,MXN,Mexican peso,2017-01-01T00:00:00Z
808,C:MXNCZK,Mexican peso - Czech koruna,fx,global,True,CZK,Czech koruna,MXN,Mexican peso,2017-01-01T00:00:00Z
809,C:MXNDKK,Mexican peso - Danish krone,fx,global,True,DKK,Danish krone,MXN,Mexican peso,2017-01-01T00:00:00Z
810,C:MXNEUR,Mexican peso - Euro,fx,global,True,EUR,Euro,MXN,Mexican peso,2017-01-01T00:00:00Z
811,C:MXNGBP,Mexican peso - Pound sterling,fx,global,True,GBP,Pound sterling,MXN,Mexican peso,2017-01-01T00:00:00Z
812,C:MXNHKD,Mexican peso - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,MXN,Mexican peso,2017-01-01T00:00:00Z
813,C:MXNJPY,Mexican peso - Japanese yen,fx,global,True,JPY,Japanese yen,MXN,Mexican peso,2017-01-01T00:00:00Z
814,C:MXNPEN,Mexican peso - Peruvian nuevo sol,fx,global,True,PEN,Peruvian nuevo sol,MXN,Mexican peso,2017-01-01T00:00:00Z
815,C:MXNPLN,Mexican peso - Polish złoty,fx,global,True,PLN,Polish złoty,MXN,Mexican peso,2017-01-01T00:00:00Z
816,C:MXNRUB,Mexican peso - Russian rouble,fx,global,True,RUB,Russian rouble,MXN,Mexican peso,2017-01-01T00:00:00Z
817,C:MXNSGD,Mexican peso - Singapore dollar,fx,global,True,SGD,Singapore dollar,MXN,Mexican peso,2017-01-01T00:00:00Z
818,C:MXNUSD,Mexican peso - United States Dollar,fx,global,True,USD,United States Dollar,MXN,Mexican peso,2017-01-01T00:00:00Z
819,C:MXNZAR,Mexican peso - South African rand,fx,global,True,ZAR,South African rand,MXN,Mexican peso,2017-01-01T00:00:00Z
820,C:MYRAUD,Malaysian ringgit - Australian dollar,fx,global,True,AUD,Australian dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
821,C:MYRCAD,Malaysian ringgit - Canadian dollar,fx,global,True,CAD,Canadian dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
822,C:MYRCHF,Malaysian ringgit - Swiss franc,fx,global,True,CHF,Swiss franc,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
823,C:MYRCNY,Malaysian ringgit - Chinese yuan,fx,global,True,CNY,Chinese yuan,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
824,C:MYRDKK,Malaysian ringgit - Danish krone,fx,global,True,DKK,Danish krone,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
825,C:MYREUR,Malaysian ringgit - Euro,fx,global,True,EUR,Euro,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
826,C:MYRGBP,Malaysian ringgit - Pound sterling,fx,global,True,GBP,Pound sterling,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
827,C:MYRHKD,Malaysian ringgit - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
828,C:MYRIDR,Malaysian ringgit - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
829,C:MYRINR,Malaysian ringgit - Indian rupee,fx,global,True,INR,Indian rupee,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
830,C:MYRJPY,Malaysian ringgit - Japanese yen,fx,global,True,JPY,Japanese yen,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
831,C:MYRKRW,Malaysian ringgit - South Korean won,fx,global,True,KRW,South Korean won,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
832,C:MYRNZD,Malaysian ringgit - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
833,C:MYRPKR,Malaysian ringgit - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
834,C:MYRSGD,Malaysian ringgit - Singapore dollar,fx,global,True,SGD,Singapore dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
835,C:MYRTHB,Malaysian ringgit - Thai baht,fx,global,True,THB,Thai baht,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
836,C:MYRTWD,Malaysian ringgit - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
837,C:MYRUSD,Malaysian ringgit - United States Dollar,fx,global,True,USD,United States Dollar,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
838,C:MYRZAR,Malaysian ringgit - South African rand,fx,global,True,ZAR,South African rand,MYR,Malaysian ringgit,2017-01-01T00:00:00Z
839,C:MZNGBP,Mozambican metical - Pound sterling,fx,global,True,GBP,Pound sterling,MZN,Mozambican metical,2017-01-01T00:00:00Z
840,C:MZNUSD,Mozambican metical - United States Dollar,fx,global,True,USD,United States Dollar,MZN,Mozambican metical,2017-01-01T00:00:00Z
841,C:NADUSD,Namibian dollar - United States Dollar,fx,global,True,USD,United States Dollar,NAD,Namibian dollar,2017-01-01T00:00:00Z
842,C:NADZAR,Namibian dollar - South African rand,fx,global,True,ZAR,South African rand,NAD,Namibian dollar,2017-01-01T00:00:00Z
843,C:NBLCHF,Isle Of Man noble - Swiss franc,fx,global,True,CHF,Swiss franc,NBL,Isle Of Man noble,2017-01-01T00:00:00Z
844,C:NBLUSD,Isle Of Man noble - United States Dollar,fx,global,True,USD,United States Dollar,NBL,Isle Of Man noble,2017-01-01T00:00:00Z
845,C:NGNGBP,Nigerian naira - Pound sterling,fx,global,True,GBP,Pound sterling,NGN,Nigerian naira,2017-01-01T00:00:00Z
846,C:NGNJPY,Nigerian naira - Japanese yen,fx,global,True,JPY,Japanese yen,NGN,Nigerian naira,2017-01-01T00:00:00Z
847,C:NGNUSD,Nigerian naira - United States Dollar,fx,global,True,USD,United States Dollar,NGN,Nigerian naira,2017-01-01T00:00:00Z
848,C:NGNZAR,Nigerian naira - South African rand,fx,global,True,ZAR,South African rand,NGN,Nigerian naira,2017-01-01T00:00:00Z
849,C:NIOGBP,Nicaraguan córdoba - Pound sterling,fx,global,True,GBP,Pound sterling,NIO,Nicaraguan córdoba,2017-01-01T00:00:00Z
850,C:NIOUSD,Nicaraguan córdoba - United States Dollar,fx,global,True,USD,United States Dollar,NIO,Nicaraguan córdoba,2017-01-01T00:00:00Z
851,C:NOKAED,Norwegian krone - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,NOK,Norwegian krone,2017-01-01T00:00:00Z
852,C:NOKCHF,Norwegian krone - Swiss franc,fx,global,True,CHF,Swiss franc,NOK,Norwegian krone,2017-01-01T00:00:00Z
853,C:NOKDKK,Norwegian krone - Danish krone,fx,global,True,DKK,Danish krone,NOK,Norwegian krone,2017-01-01T00:00:00Z
854,C:NOKEUR,Norwegian krone - Euro,fx,global,True,EUR,Euro,NOK,Norwegian krone,2017-01-01T00:00:00Z
855,C:NOKGBP,Norwegian krone - Pound sterling,fx,global,True,GBP,Pound sterling,NOK,Norwegian krone,2017-01-01T00:00:00Z
856,C:NOKILS,Norwegian krone - Israeli new shekel,fx,global,True,ILS,Israeli new shekel,NOK,Norwegian krone,2017-01-01T00:00:00Z
857,C:NOKINR,Norwegian krone - Indian rupee,fx,global,True,INR,Indian rupee,NOK,Norwegian krone,2017-01-01T00:00:00Z
858,C:NOKISK,Norwegian krone - Icelandic króna,fx,global,True,ISK,Icelandic króna,NOK,Norwegian krone,2017-01-01T00:00:00Z
859,C:NOKJPY,Norwegian krone - Japanese yen,fx,global,True,JPY,Japanese yen,NOK,Norwegian krone,2017-01-01T00:00:00Z
860,C:NOKPLN,Norwegian krone - Polish złoty,fx,global,True,PLN,Polish złoty,NOK,Norwegian krone,2017-01-01T00:00:00Z
861,C:NOKRUB,Norwegian krone - Russian rouble,fx,global,True,RUB,Russian rouble,NOK,Norwegian krone,2017-01-01T00:00:00Z
862,C:NOKSEK,Norwegian krone - Swedish krona,fx,global,True,SEK,Swedish krona,NOK,Norwegian krone,2017-01-01T00:00:00Z
863,C:NOKUSD,Norwegian krone - United States Dollar,fx,global,True,USD,United States Dollar,NOK,Norwegian krone,2017-01-01T00:00:00Z
864,C:NOKZAR,Norwegian krone - South African rand,fx,global,True,ZAR,South African rand,NOK,Norwegian krone,2017-01-01T00:00:00Z
865,C:NPRGBP,Nepalese rupee - Pound sterling,fx,global,True,GBP,Pound sterling,NPR,Nepalese rupee,2017-01-01T00:00:00Z
866,C:NPRUSD,Nepalese rupee - United States Dollar,fx,global,True,USD,United States Dollar,NPR,Nepalese rupee,2017-01-01T00:00:00Z
867,C:NSOCHF,New Sovereign - Swiss franc,fx,global,True,CHF,Swiss franc,NSO,New Sovereign,2017-01-01T00:00:00Z
868,C:NSOUSD,New Sovereign - United States Dollar,fx,global,True,USD,United States Dollar,NSO,New Sovereign,2017-01-01T00:00:00Z
869,C:NZDAED,New Zealand dollar - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,NZD,New Zealand dollar,2017-01-01T00:00:00Z
870,C:NZDAUD,New Zealand dollar - Australian dollar,fx,global,True,AUD,Australian dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
871,C:NZDCAD,New Zealand dollar - Canadian dollar,fx,global,True,CAD,Canadian dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
872,C:NZDCHF,New Zealand dollar - Swiss franc,fx,global,True,CHF,Swiss franc,NZD,New Zealand dollar,2017-01-01T00:00:00Z
873,C:NZDCNY,New Zealand dollar - Chinese yuan,fx,global,True,CNY,Chinese yuan,NZD,New Zealand dollar,2017-01-01T00:00:00Z
874,C:NZDCZK,New Zealand dollar - Czech koruna,fx,global,True,CZK,Czech koruna,NZD,New Zealand dollar,2017-01-01T00:00:00Z
875,C:NZDDKK,New Zealand dollar - Danish krone,fx,global,True,DKK,Danish krone,NZD,New Zealand dollar,2017-01-01T00:00:00Z
876,C:NZDEUR,New Zealand dollar - Euro,fx,global,True,EUR,Euro,NZD,New Zealand dollar,2017-01-01T00:00:00Z
877,C:NZDGBP,New Zealand dollar - Pound sterling,fx,global,True,GBP,Pound sterling,NZD,New Zealand dollar,2017-01-01T00:00:00Z
878,C:NZDHKD,New Zealand dollar - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
879,C:NZDHUF,New Zealand dollar - Hungarian forint,fx,global,True,HUF,Hungarian forint,NZD,New Zealand dollar,2017-01-01T00:00:00Z
880,C:NZDIDR,New Zealand dollar - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,NZD,New Zealand dollar,2017-01-01T00:00:00Z
881,C:NZDINR,New Zealand dollar - Indian rupee,fx,global,True,INR,Indian rupee,NZD,New Zealand dollar,2017-01-01T00:00:00Z
882,C:NZDJPY,New Zealand dollar - Japanese yen,fx,global,True,JPY,Japanese yen,NZD,New Zealand dollar,2017-01-01T00:00:00Z
883,C:NZDKRW,New Zealand dollar - South Korean won,fx,global,True,KRW,South Korean won,NZD,New Zealand dollar,2017-01-01T00:00:00Z
884,C:NZDMXN,New Zealand dollar - Mexican peso,fx,global,True,MXN,Mexican peso,NZD,New Zealand dollar,2017-01-01T00:00:00Z
885,C:NZDMYR,New Zealand dollar - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,NZD,New Zealand dollar,2017-01-01T00:00:00Z
886,C:NZDNOK,New Zealand dollar - Norwegian krone,fx,global,True,NOK,Norwegian krone,NZD,New Zealand dollar,2017-01-01T00:00:00Z
887,C:NZDPHP,New Zealand dollar - Philippine peso,fx,global,True,PHP,Philippine peso,NZD,New Zealand dollar,2017-01-01T00:00:00Z
888,C:NZDPKR,New Zealand dollar - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,NZD,New Zealand dollar,2017-01-01T00:00:00Z
889,C:NZDPLN,New Zealand dollar - Polish złoty,fx,global,True,PLN,Polish złoty,NZD,New Zealand dollar,2017-01-01T00:00:00Z
890,C:NZDSEK,New Zealand dollar - Swedish krona,fx,global,True,SEK,Swedish krona,NZD,New Zealand dollar,2017-01-01T00:00:00Z
891,C:NZDSGD,New Zealand dollar - Singapore dollar,fx,global,True,SGD,Singapore dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
892,C:NZDTHB,New Zealand dollar - Thai baht,fx,global,True,THB,Thai baht,NZD,New Zealand dollar,2017-01-01T00:00:00Z
893,C:NZDTRY,New Zealand dollar - Turkish lira,fx,global,True,TRY,Turkish lira,NZD,New Zealand dollar,2017-01-01T00:00:00Z
894,C:NZDTWD,New Zealand dollar - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
895,C:NZDUSD,New Zealand dollar - United States Dollar,fx,global,True,USD,United States Dollar,NZD,New Zealand dollar,2017-01-01T00:00:00Z
896,C:NZDZAR,New Zealand dollar - South African rand,fx,global,True,ZAR,South African rand,NZD,New Zealand dollar,2017-01-01T00:00:00Z
897,C:OMRAED,Omani rial - United Arab Emirates dirham,fx,global,True,AED,United Arab Emirates dirham,OMR,Omani rial,2017-01-01T00:00:00Z
898,C:OMRGBP,Omani rial - Pound sterling,fx,global,True,GBP,Pound sterling,OMR,Omani rial,2017-01-01T00:00:00Z
899,C:OMRPKR,Omani rial - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,OMR,Omani rial,2017-01-01T00:00:00Z
900,C:OMRUSD,Omani rial - United States Dollar,fx,global,True,USD,United States Dollar,OMR,Omani rial,2017-01-01T00:00:00Z
901,C:OMRZAR,Omani rial - South African rand,fx,global,True,ZAR,South African rand,OMR,Omani rial,2017-01-01T00:00:00Z
902,C:OSOCHF,Old Sovereign - Swiss franc,fx,global,True,CHF,Swiss franc,OSO,Old Sovereign,2017-01-01T00:00:00Z
903,C:OSOUSD,Old Sovereign - United States Dollar,fx,global,True,USD,United States Dollar,OSO,Old Sovereign,2017-01-01T00:00:00Z
904,C:PABUSD,Panamanian balboa - United States Dollar,fx,global,True,USD,United States Dollar,PAB,Panamanian balboa,2017-01-01T00:00:00Z
905,C:PENARS,Peruvian nuevo sol - Argentine peso,fx,global,True,ARS,Argentine peso,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
906,C:PENBRL,Peruvian nuevo sol - Brazilian real,fx,global,True,BRL,Brazilian real,PEN,Peruvian nuevo sol,2017-01-01T00:00:00Z
